number,title,author,reviewState,submittedAt,reviewDecision
5770,Define more strict ParamsSerializerOptions type,ShebangDog,COMMENTED,2023-07-12T07:04:18Z,
5731,fix(http): remove brackets from hostname,Rishi556,APPROVED,2024-01-31T17:19:27Z,
5715,fix(params): removing '[' and ']' from URL encode exclude characters …,HealGaren,APPROVED,2023-05-26T00:57:31Z,
5707,feat(AxiosHeaders): add getSetCookie method to retrieve set-cookie headers values,WillianAgostini,APPROVED,2023-05-11T03:34:23Z,APPROVED
5707,feat(AxiosHeaders): add getSetCookie method to retrieve set-cookie headers values,WillianAgostini,APPROVED,2023-05-21T04:26:31Z,APPROVED
5707,feat(AxiosHeaders): add getSetCookie method to retrieve set-cookie headers values,WillianAgostini,APPROVED,2025-03-25T19:26:54Z,APPROVED
5687,fix(types): add mergeConfig declaration (#5686),hungtcs,APPROVED,2023-05-11T03:00:21Z,
5633,fix(params): re-added the ability to set the function as `paramsSerializer` config;,DigitalBrainJS,COMMENTED,2023-04-05T16:38:14Z,
5627,fix(package): Fix package exports,gligorkot,APPROVED,2023-04-03T03:10:32Z,
5627,fix(package): Fix package exports,gligorkot,APPROVED,2023-09-07T14:43:09Z,
5627,fix(package): Fix package exports,gligorkot,APPROVED,2024-01-08T21:51:19Z,
5595,fix(types): change the type guard on isCancel,adimit,CHANGES_REQUESTED,2023-10-20T21:19:20Z,APPROVED
5595,fix(types): change the type guard on isCancel,adimit,APPROVED,2025-06-04T10:11:40Z,APPROVED
5595,fix(types): change the type guard on isCancel,adimit,APPROVED,2025-07-30T18:35:51Z,APPROVED
5540,export Adapters,unional,APPROVED,2023-02-22T14:28:05Z,
5515,fix(proxy): allow to set proxy servername,0x0a0d,COMMENTED,2023-02-11T14:42:08Z,
5513,[Release] v1.3.0,github-actions,COMMENTED,2023-01-31T16:11:11Z,
5486,fix(types): renamed `RawAxiosRequestConfig` back to `AxiosRequestConfig`;,DigitalBrainJS,COMMENTED,2023-01-22T21:35:55Z,
5482,Fix AxiosRequestHeaders & AxiosHeaders types;,DigitalBrainJS,COMMENTED,2023-01-20T14:49:50Z,
5482,Fix AxiosRequestHeaders & AxiosHeaders types;,DigitalBrainJS,COMMENTED,2023-02-27T15:54:31Z,
5462,Fix GitHub workflow badges,EFord36,APPROVED,2023-01-18T05:54:22Z,APPROVED
5445,chore: added transport to RawAxiosRequestConfig,Cadienvan,CHANGES_REQUESTED,2023-04-07T23:13:23Z,APPROVED
5445,chore: added transport to RawAxiosRequestConfig,Cadienvan,COMMENTED,2023-04-10T16:33:57Z,APPROVED
5445,chore: added transport to RawAxiosRequestConfig,Cadienvan,COMMENTED,2023-04-10T16:45:00Z,APPROVED
5445,chore: added transport to RawAxiosRequestConfig,Cadienvan,APPROVED,2023-04-13T21:44:10Z,APPROVED
5444,docs: added missing config.transport doc,Cadienvan,APPROVED,2023-02-22T20:17:17Z,APPROVED
5443,chore(ci): improved contributors list generator;,DigitalBrainJS,COMMENTED,2023-01-07T00:36:50Z,
5441,fix:require is not defined,836334258,COMMENTED,2023-01-06T08:36:24Z,
5440,fix:require is not defined,836334258,COMMENTED,2023-01-06T08:22:54Z,
5420,fix(types): fixed AxiosRequestConfig header interface by refactoring it to RawAxiosRequestConfig;,DigitalBrainJS,COMMENTED,2022-12-29T18:32:59Z,
5375,Fix/typescript tests,DigitalBrainJS,COMMENTED,2022-12-14T18:49:07Z,
5375,Fix/typescript tests,DigitalBrainJS,COMMENTED,2022-12-14T19:42:24Z,
5375,Fix/typescript tests,DigitalBrainJS,COMMENTED,2022-12-14T20:26:53Z,
5364,CI/release scripts,DigitalBrainJS,COMMENTED,2022-12-11T22:45:34Z,
5359,fix: rename types responseEncoding to ResponseEncoding,wootsbot,APPROVED,2022-12-14T14:00:53Z,
5356,Fix typos,rmschindler,APPROVED,2022-12-14T14:02:19Z,
5345,fix: Add missing HttpStatusCode,winniehell,COMMENTED,2022-12-06T19:40:39Z,APPROVED
5345,fix: Add missing HttpStatusCode,winniehell,COMMENTED,2022-12-06T19:58:08Z,APPROVED
5345,fix: Add missing HttpStatusCode,winniehell,COMMENTED,2022-12-06T20:02:03Z,APPROVED
5345,fix: Add missing HttpStatusCode,winniehell,COMMENTED,2022-12-06T20:05:28Z,APPROVED
5345,fix: Add missing HttpStatusCode,winniehell,COMMENTED,2022-12-06T20:08:03Z,APPROVED
5345,fix: Add missing HttpStatusCode,winniehell,APPROVED,2022-12-06T20:23:33Z,APPROVED
5339,Added support for a custom lookup function;,DigitalBrainJS,COMMENTED,2022-12-04T21:02:23Z,
5338,Refactored FormData & Params serializers;,DigitalBrainJS,COMMENTED,2022-12-04T15:55:08Z,
5331,fix: Update AxiosError type declaration to exclude status (#5330),lj-ditrapani,APPROVED,2022-12-14T14:02:45Z,
5316,Added support for spec-compliant FormData & Blob types;,DigitalBrainJS,COMMENTED,2022-11-27T18:07:02Z,
5308,Changed AxiosProgressEvent.event type to `any`;,DigitalBrainJS,APPROVED,2022-12-01T19:03:51Z,APPROVED
5306,Fixed decompression for responses without `Content-Length` header,DigitalBrainJS,COMMENTED,2022-11-25T08:38:26Z,
5277,Refactored adapters loader;,DigitalBrainJS,APPROVED,2022-11-22T18:47:45Z,APPROVED
5277,Refactored adapters loader;,DigitalBrainJS,COMMENTED,2024-07-13T06:53:01Z,APPROVED
5269,__dirname is not defined,836334258,APPROVED,2022-11-22T18:30:23Z,APPROVED
5265,Update the link for JSON url,aziyatali,APPROVED,2022-11-17T14:11:15Z,APPROVED
5265,Update the link for JSON url,aziyatali,APPROVED,2022-11-22T18:34:53Z,APPROVED
5261,update readme in the Handling Errors section - issue reference #5260,relbns,APPROVED,2022-11-22T18:38:59Z,APPROVED
5250,Fixed Z_BUF_ERROR when content-encoding is set but the response body is empty,DigitalBrainJS,APPROVED,2022-11-22T18:46:21Z,APPROVED
5247,Fixed AxiosError.toJSON method to avoid circular references;,DigitalBrainJS,APPROVED,2022-11-22T18:42:10Z,APPROVED
5237,updated interceptor use type definition to remove interceptor options parameter from use method for response interceptors,amitsainii,CHANGES_REQUESTED,2022-11-22T18:28:38Z,APPROVED
5237,updated interceptor use type definition to remove interceptor options parameter from use method for response interceptors,amitsainii,APPROVED,2023-05-10T12:40:59Z,APPROVED
5237,updated interceptor use type definition to remove interceptor options parameter from use method for response interceptors,amitsainii,APPROVED,2023-12-12T06:25:11Z,APPROVED
5235,ci: remove git credentials after checkout,Fdawgs,COMMENTED,2022-11-22T18:26:00Z,APPROVED
5235,ci: remove git credentials after checkout,Fdawgs,APPROVED,2022-11-22T18:26:10Z,APPROVED
5227,Added `event` property to `AxiosProgressEvent` interface;,DigitalBrainJS,APPROVED,2022-11-07T18:23:41Z,APPROVED
5225,Re-added support for loading Axios with require('axios').default;,DigitalBrainJS,COMMENTED,2022-11-03T23:23:27Z,APPROVED
5225,Re-added support for loading Axios with require('axios').default;,DigitalBrainJS,APPROVED,2022-11-07T18:32:16Z,APPROVED
5224,Fixed & Imporoved AxiosHeaders class,DigitalBrainJS,COMMENTED,2022-11-03T21:14:35Z,
5218,docs: fix broken links,claudiobusatto,APPROVED,2022-11-01T23:00:17Z,
5207,Remove `\b` from filename,the-csaba,APPROVED,2022-11-01T14:12:22Z,APPROVED
5205,Update Sandbox UI/UX,geeth24,APPROVED,2022-10-30T15:29:42Z,APPROVED
5205,Update Sandbox UI/UX,geeth24,APPROVED,2022-10-30T17:17:35Z,APPROVED
5197,fix punctation in README.md,MoPaMo,APPROVED,2022-10-30T17:17:19Z,APPROVED
5196,fix: fix TypeScript type definitions for commonjs,remcohaszing,COMMENTED,2022-10-27T19:11:38Z,APPROVED
5196,fix: fix TypeScript type definitions for commonjs,remcohaszing,APPROVED,2022-11-02T18:25:03Z,APPROVED
5196,fix: fix TypeScript type definitions for commonjs,remcohaszing,COMMENTED,2022-11-03T11:17:17Z,APPROVED
5196,fix: fix TypeScript type definitions for commonjs,remcohaszing,COMMENTED,2022-11-03T11:54:42Z,APPROVED
5194,typo fix line #856 and #920,shreem-123,APPROVED,2022-10-30T17:19:53Z,APPROVED
5193,typo fix #800,shreem-123,APPROVED,2022-10-30T17:20:18Z,APPROVED
5184,Fix typos (capitalization),friederbluemle,APPROVED,2022-10-30T17:29:58Z,APPROVED
5170,refactor: Update and rename UPGRADE_GUIDE.md to MIGRATION_GUIDE.md,yunseyeong,APPROVED,2022-10-21T17:11:56Z,APPROVED
5170,refactor: Update and rename UPGRADE_GUIDE.md to MIGRATION_GUIDE.md,yunseyeong,APPROVED,2022-10-30T17:33:35Z,APPROVED
5165,fix: expose HttpStatusCode,victorkwok97,APPROVED,2022-12-01T17:31:36Z,APPROVED
5162,Refactored module exports;,DigitalBrainJS,COMMENTED,2022-10-19T23:17:55Z,
5162,Refactored module exports;,DigitalBrainJS,COMMENTED,2022-10-20T14:45:27Z,
5162,Refactored module exports;,DigitalBrainJS,COMMENTED,2022-10-21T17:23:55Z,
5159,Fix typo in issue template name,secondl1ght,APPROVED,2022-12-01T17:24:33Z,APPROVED
5151,feat: export mergeConfig,kevincennis,APPROVED,2022-12-01T17:17:12Z,APPROVED
5146,feat(adapters): add `fetch` adapter,sgammon,COMMENTED,2022-11-15T06:08:09Z,
5146,feat(adapters): add `fetch` adapter,sgammon,COMMENTED,2022-12-17T01:30:51Z,
5146,feat(adapters): add `fetch` adapter,sgammon,COMMENTED,2022-12-19T10:10:05Z,
5139,fix: exception to sending formdata in webworker,0x30,APPROVED,2022-12-01T17:15:14Z,APPROVED
5137,markdown list format for release 1.1.3,adrien-may,APPROVED,2022-10-16T20:49:05Z,APPROVED
5137,markdown list format for release 1.1.3,adrien-may,APPROVED,2022-10-17T06:07:43Z,APPROVED
5135,Create balancedparanthesis,purnima1311,CHANGES_REQUESTED,2022-10-16T20:51:21Z,
5128,Create hello.cpp,rupajsen,CHANGES_REQUESTED,2022-10-15T18:47:45Z,
5123,fix(helpers): gracefully handle invalid parameters in isURLSameOrigin,Tbhesswebber,COMMENTED,2022-11-07T18:30:25Z,
5119,docs: Update Resources links in README,w3bdesign,CHANGES_REQUESTED,2022-10-15T13:06:14Z,APPROVED
5119,docs: Update Resources links in README,w3bdesign,COMMENTED,2022-10-15T18:44:22Z,APPROVED
5119,docs: Update Resources links in README,w3bdesign,APPROVED,2022-10-30T17:33:57Z,APPROVED
5116,Update get/index.html,eltociear,APPROVED,2022-10-30T17:09:45Z,APPROVED
5113,Added custom params serializer support;,DigitalBrainJS,COMMENTED,2022-10-12T15:02:37Z,APPROVED
5113,Added custom params serializer support;,DigitalBrainJS,APPROVED,2022-10-13T20:11:21Z,APPROVED
5113,Added custom params serializer support;,DigitalBrainJS,COMMENTED,2022-10-17T19:26:03Z,APPROVED
5109,Keep top-level export same with static properties,littledian,APPROVED,2022-10-13T20:13:54Z,APPROVED
5108,Fix: Don't add null values to query string. ,ChronosMasterOfAllTime,APPROVED,2022-10-15T12:58:44Z,APPROVED
5105,Fix decompression error on HEAD request,dergecko,COMMENTED,2022-10-11T20:25:34Z,
5105,Fix decompression error on HEAD request,dergecko,COMMENTED,2022-10-12T08:19:57Z,
5105,Fix decompression error on HEAD request,dergecko,COMMENTED,2022-10-18T14:38:20Z,
5104,fix problem with named export `axios`,akphi,APPROVED,2022-10-15T13:04:23Z,CHANGES_REQUESTED
5104,fix problem with named export `axios`,akphi,CHANGES_REQUESTED,2022-10-15T13:10:47Z,CHANGES_REQUESTED
5104,fix problem with named export `axios`,akphi,COMMENTED,2022-10-16T19:58:52Z,CHANGES_REQUESTED
5103,fix: added `AxiosHeaders` in `AxiosHeaderValue`,slmnsh,APPROVED,2022-10-13T19:56:36Z,APPROVED
5097,fix: restore proxy config backwards compatibility with 0.x,patrick-petrovic,APPROVED,2022-10-13T19:52:52Z,APPROVED
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,COMMENTED,2022-10-11T09:51:11Z,APPROVED
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,COMMENTED,2022-10-11T09:51:43Z,APPROVED
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,COMMENTED,2022-12-22T12:08:59Z,APPROVED
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,COMMENTED,2022-12-22T12:10:29Z,APPROVED
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,APPROVED,2024-12-05T19:14:54Z,APPROVED
5090,fix: support existing header instance as argument,lohart13,COMMENTED,2022-10-13T08:25:01Z,
5090,fix: support existing header instance as argument,lohart13,COMMENTED,2022-10-13T18:48:47Z,
5090,fix: support existing header instance as argument,lohart13,APPROVED,2022-10-14T06:45:15Z,
5090,fix: support existing header instance as argument,lohart13,APPROVED,2022-10-20T09:44:02Z,
5090,fix: support existing header instance as argument,lohart13,COMMENTED,2022-11-16T07:05:35Z,
5085,Fixed handling of array values for AxiosHeaders;,DigitalBrainJS,COMMENTED,2022-10-11T20:47:11Z,APPROVED
5085,Fixed handling of array values for AxiosHeaders;,DigitalBrainJS,COMMENTED,2022-10-11T22:18:31Z,APPROVED
5085,Fixed handling of array values for AxiosHeaders;,DigitalBrainJS,APPROVED,2022-10-13T19:07:51Z,APPROVED
5084,Added progress capturing & rate limiting sections to the docs;,DigitalBrainJS,APPROVED,2022-10-13T19:46:50Z,APPROVED
5084,Added progress capturing & rate limiting sections to the docs;,DigitalBrainJS,COMMENTED,2022-10-17T01:50:36Z,APPROVED
5071,Fixed type definition of use method on AxiosInterceptorManager to match the the README,amitsainii,APPROVED,2022-10-13T19:37:12Z,APPROVED
5071,Fixed type definition of use method on AxiosInterceptorManager to match the the README,amitsainii,APPROVED,2022-10-30T17:02:57Z,APPROVED
5066,fix: export AxiosError at top-level,haneenmahd,COMMENTED,2022-10-08T22:27:40Z,
5066,fix: export AxiosError at top-level,haneenmahd,COMMENTED,2022-10-09T00:46:13Z,
5061,chore: update issue template,FelixLgr,APPROVED,2022-10-10T13:21:12Z,APPROVED
5061,chore: update issue template,FelixLgr,APPROVED,2022-10-13T14:37:54Z,APPROVED
5061,chore: update issue template,FelixLgr,APPROVED,2022-10-13T19:25:38Z,APPROVED
5060,pin CDN install instructions to a specific version,phryneas,APPROVED,2022-10-13T19:02:01Z,APPROVED
5054,docs: fixing comments typo,itsarvindh,APPROVED,2022-10-08T06:42:23Z,APPROVED
5054,docs: fixing comments typo,itsarvindh,APPROVED,2022-10-13T19:12:36Z,APPROVED
5046,"chore: match badge style, add link to them",scarf005,APPROVED,2022-10-08T17:24:10Z,APPROVED
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,COMMENTED,2022-10-10T15:07:40Z,
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,COMMENTED,2022-10-11T12:18:07Z,
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,COMMENTED,2022-11-25T13:56:10Z,
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,COMMENTED,2023-01-31T22:47:37Z,
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,COMMENTED,2023-01-31T22:50:26Z,
5036,fix: Unable to access response headers when using axios 1.x with jest #5017,risa,APPROVED,2022-10-06T19:00:02Z,APPROVED
5030,Fix commonjs & umd exports,ivanpepelko,APPROVED,2022-10-06T08:52:31Z,APPROVED
5022,fix: removing multiple/trailing/leading whitespaces,ovarn,APPROVED,2022-11-25T13:56:26Z,APPROVED
5021,Make GenericAbortSignal interface more generic :),DigitalBrainJS,APPROVED,2022-10-06T06:09:39Z,APPROVED
5018,Fixed query params composing;,DigitalBrainJS,APPROVED,2022-10-05T19:29:42Z,APPROVED
5010,"fix(type): add ""clear"" to AxiosInterceptorManager",s-sasaki-0529,APPROVED,2022-10-06T06:07:52Z,APPROVED
4993,Using Logo Axios in Readme.md,raihan71,APPROVED,2022-10-04T17:14:56Z,APPROVED
4970,docs: enable syntax highlighting for a code block,huyenltnguyen,APPROVED,2022-09-29T06:27:27Z,APPROVED
4961,Allow null indexes on formSerializer and paramsSerializer v0.x,WillianAgostini,APPROVED,2022-09-29T06:15:40Z,APPROVED
4960,Allow null indexes on formSerializer and paramsSerializer,WillianAgostini,APPROVED,2022-09-29T06:15:08Z,APPROVED
4949,Removed unused imports,lpizzinidev,APPROVED,2022-09-28T19:16:06Z,APPROVED
4942,Fix: typo in readme,usman250994,APPROVED,2022-09-15T05:29:54Z,APPROVED
4941,docs: fix Gitpod dead link,kingyue737,APPROVED,2022-09-15T05:28:49Z,APPROVED
4934,Improve typing of timeout in index.d.ts,mrcwbr,APPROVED,2022-09-28T19:09:50Z,APPROVED
4927,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,COMMENTED,2022-08-21T14:53:24Z,APPROVED
4927,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,COMMENTED,2022-08-21T15:20:01Z,APPROVED
4927,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,APPROVED,2022-08-30T17:10:44Z,APPROVED
4927,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,APPROVED,2022-09-28T19:02:15Z,APPROVED
4922,fix: include config on new CancelledError,arthurfiorette,APPROVED,2022-11-25T13:46:42Z,APPROVED
4917,fix: modify log while request is aborted,mori5321,APPROVED,2023-07-12T13:03:31Z,APPROVED
4917,fix: modify log while request is aborted,mori5321,APPROVED,2024-12-05T19:15:12Z,APPROVED
4914,fix: removed unused imports,Parth0105,COMMENTED,2022-09-29T02:39:36Z,
4903,feat: add enum containing Http Status Codes to typings.,mia-z,APPROVED,2022-09-28T18:41:53Z,APPROVED
4884,Fix TypeScript exports,remcohaszing,APPROVED,2022-08-28T22:04:32Z,
4875,chore: simplify the import path of AxiosError,chentsulin,APPROVED,2022-09-26T19:16:31Z,APPROVED
4874,Require interceptors to return values,jennings,APPROVED,2022-09-26T19:11:22Z,APPROVED
4871,fix: loosing request header (#4858),WillianAgostini,APPROVED,2022-09-26T19:05:50Z,APPROVED
4868,feat: Add ability to use URL objects a la fetch API.,avoliva,APPROVED,2022-09-26T18:27:47Z,APPROVED
4868,feat: Add ability to use URL objects a la fetch API.,avoliva,COMMENTED,2022-09-26T18:32:20Z,APPROVED
4862,Typings: SerializerOptions.indexes allows `boolean | null | undefined`,gfoidl,APPROVED,2022-09-26T18:16:38Z,APPROVED
4856,chore:  fix example access exception,techbirds,COMMENTED,2022-09-26T18:09:43Z,
4853,"Fix typo and formatting, add colons",karlhorky,APPROVED,2022-09-14T19:41:00Z,APPROVED
4825,Fix markup for note in README,lyrixx,APPROVED,2022-08-10T19:58:03Z,APPROVED
4820,fix(adapters/http): remove repeated compression algorithm from header,basselworkforce,APPROVED,2022-08-10T19:55:13Z,APPROVED
4819,Fixed a regression bug with unsubscribing from cancel token & signal inside http adapter;,DigitalBrainJS,APPROVED,2022-08-10T19:54:06Z,APPROVED
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T17:20:52Z,
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T17:29:15Z,
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T17:36:28Z,
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T18:50:24Z,
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T18:52:44Z,
4791,refactor: increase code readability,D-Freitas,COMMENTED,2022-06-17T18:53:50Z,
4788,fix: delete redundant code,fengyangfifa,APPROVED,2022-07-27T17:08:24Z,APPROVED
4787,Axios ES2017,DigitalBrainJS,COMMENTED,2022-06-16T13:47:04Z,
4787,Axios ES2017,DigitalBrainJS,COMMENTED,2022-06-16T19:37:50Z,
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,APPROVED,2022-05-01T19:36:54Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T16:37:33Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T16:51:33Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T16:51:48Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T17:31:37Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T17:32:06Z,APPROVED
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,COMMENTED,2022-05-03T18:29:10Z,APPROVED
4654,fix(type): add AxiosError to AxiosStatic,michael-land,COMMENTED,2022-05-03T16:40:36Z,APPROVED
4654,fix(type): add AxiosError to AxiosStatic,michael-land,APPROVED,2022-05-03T16:41:50Z,APPROVED
4649,Fix grammar in README,danmooney,APPROVED,2022-04-28T20:33:08Z,
4640,Fixed FormData posting in browser environment by reverting #3785;,DigitalBrainJS,COMMENTED,2022-04-26T23:28:31Z,
4640,Fixed FormData posting in browser environment by reverting #3785;,DigitalBrainJS,COMMENTED,2022-04-26T23:47:19Z,
4624,Updating AxiosError to include stack trace,despreston,APPROVED,2022-04-27T04:55:49Z,APPROVED
4624,Updating AxiosError to include stack trace,despreston,APPROVED,2022-04-28T22:24:52Z,APPROVED
4624,Updating AxiosError to include stack trace,despreston,APPROVED,2022-04-28T22:26:35Z,APPROVED
4624,Updating AxiosError to include stack trace,despreston,APPROVED,2022-04-29T09:03:26Z,APPROVED
4624,Updating AxiosError to include stack trace,despreston,APPROVED,2022-05-03T16:45:08Z,APPROVED
4599,Update README.md,yxwzaxns,APPROVED,2022-04-28T20:34:33Z,APPROVED
4599,Update README.md,yxwzaxns,APPROVED,2022-05-03T16:48:13Z,APPROVED
4594,Removed import of `url` module in browser build due to huge size overhead…,DigitalBrainJS,COMMENTED,2022-04-26T03:46:00Z,
4594,Removed import of `url` module in browser build due to huge size overhead…,DigitalBrainJS,COMMENTED,2022-04-26T12:59:23Z,
4590,Emphasize the URLSearchParam built-in interface,tredondo,APPROVED,2022-05-03T16:58:33Z,APPROVED
4587,opt: opt judgment code of cancel,zh-lx,APPROVED,2022-05-03T17:04:53Z,APPROVED
4580,Adding HTTP status code for transformResponse,kaishuu0123,APPROVED,2022-04-28T09:12:36Z,
4580,Adding HTTP status code for transformResponse,kaishuu0123,COMMENTED,2022-05-09T11:37:06Z,
4572,docs(index.d.ts): add interceptor handles ts declare and customConfig…,lichenbuliren,COMMENTED,2022-05-03T17:27:45Z,
4557,Fixing instance.defaults.headers type,spalger,COMMENTED,2022-05-03T18:22:03Z,
4557,Fixing instance.defaults.headers type,spalger,COMMENTED,2022-05-04T20:46:48Z,
4532,fix url to defaults.js,sashsvamir,APPROVED,2022-05-03T18:27:11Z,APPROVED
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-13T09:56:30Z,
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-13T11:07:22Z,
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-20T17:06:37Z,
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-20T17:13:53Z,
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-20T17:15:37Z,
4448,Improved FormData support;,DigitalBrainJS,COMMENTED,2022-02-20T17:19:36Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-01-31T20:55:32Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-02-01T01:48:57Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-02-01T02:02:52Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-02-04T18:06:49Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-05-09T16:49:03Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-05-09T16:49:30Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-05-09T16:50:30Z,
4436,Resolving proxy from env on redirect,mbargiel,COMMENTED,2022-05-09T16:51:18Z,
4435,Fixing http tests to avoid hanging when assertions fail,mbargiel,COMMENTED,2022-01-31T19:30:11Z,
4368,Added a reference to http(s) agent options in README,onne,APPROVED,2022-01-07T18:01:35Z,
4363,Update interceptor options to extensible,yunho1017,APPROVED,2021-12-30T16:41:31Z,
4363,Update interceptor options to extensible,yunho1017,APPROVED,2022-01-07T18:01:12Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,CHANGES_REQUESTED,2021-12-28T12:07:09Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,COMMENTED,2021-12-29T09:37:54Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,COMMENTED,2021-12-29T09:40:01Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,COMMENTED,2021-12-29T09:40:54Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,COMMENTED,2021-12-29T11:38:32Z,
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,COMMENTED,2022-05-12T05:29:05Z,
4344,Expand isAxiosError types,Argeento,CHANGES_REQUESTED,2021-12-28T12:13:00Z,
4344,Expand isAxiosError types,Argeento,COMMENTED,2021-12-29T16:37:09Z,
4344,Expand isAxiosError types,Argeento,APPROVED,2022-02-15T12:36:02Z,
4322,add `string[]` to `AxiosRequestHeaders` type,estarossa0,APPROVED,2021-12-10T16:19:32Z,
4275,Fixing request url is not exist,Thefurypig,COMMENTED,2021-12-22T09:55:55Z,
4261,Fixed race condition on immediate requests cancellation,DigitalBrainJS,COMMENTED,2021-11-13T05:28:36Z,
4261,Fixed race condition on immediate requests cancellation,DigitalBrainJS,APPROVED,2021-11-13T05:29:10Z,
4261,Fixed race condition on immediate requests cancellation,DigitalBrainJS,APPROVED,2022-02-24T04:09:16Z,
4248,Interceptor clear,Landro3,COMMENTED,2021-11-25T18:19:34Z,
4248,Interceptor clear,Landro3,COMMENTED,2021-11-25T18:33:16Z,
4248,Interceptor clear,Landro3,APPROVED,2022-01-01T13:03:42Z,
4241,Add native cookier jar,reb0und,COMMENTED,2022-01-20T09:15:43Z,
4221,True up dev,jasonsaayman,COMMENTED,2021-12-24T17:23:25Z,
4221,True up dev,jasonsaayman,COMMENTED,2021-12-24T17:23:32Z,
4212,Fixing issue #4192 NO_PROXY does not support *.com,MacaPecha,COMMENTED,2021-11-09T14:54:05Z,
4212,Fixing issue #4192 NO_PROXY does not support *.com,MacaPecha,APPROVED,2021-11-09T14:55:21Z,
4205,Feature proposition data validation,p8nut,COMMENTED,2021-10-20T14:57:23Z,
4205,Feature proposition data validation,p8nut,COMMENTED,2021-10-20T15:12:08Z,
4205,Feature proposition data validation,p8nut,COMMENTED,2021-10-21T01:51:25Z,
4191,adding create instance config type as AxiosRequestConfig does not if always,Edmu,COMMENTED,2021-10-21T15:14:42Z,
4191,adding create instance config type as AxiosRequestConfig does not if always,Edmu,COMMENTED,2021-10-21T18:33:27Z,
4191,adding create instance config type as AxiosRequestConfig does not if always,Edmu,COMMENTED,2021-10-22T08:10:28Z,
4186,revert: change type of AxiosResponse to any,ImRodry,CHANGES_REQUESTED,2021-10-13T19:13:20Z,
4186,revert: change type of AxiosResponse to any,ImRodry,COMMENTED,2021-10-13T19:20:56Z,
4186,revert: change type of AxiosResponse to any,ImRodry,APPROVED,2021-10-16T05:42:49Z,
4164,Move response type generic to last,ardyfeb,COMMENTED,2021-10-08T18:38:25Z,
4164,Move response type generic to last,ardyfeb,COMMENTED,2021-10-09T16:14:59Z,
4164,Move response type generic to last,ardyfeb,COMMENTED,2021-10-09T16:45:50Z,
4164,Move response type generic to last,ardyfeb,COMMENTED,2021-10-09T17:00:45Z,
4164,Move response type generic to last,ardyfeb,COMMENTED,2021-10-09T17:10:38Z,
