number,title,author,commentsCount,reviewThreadsCount,reviewsCount
2444,Adding Typescript HTTP method definition for LINK and UNLINK.,marlonbarcarol,0,0,1
2443,chore: add `jsdelivr` and `unpkg` support,JounQin,14,0,1
2442,Merging #1880,felipewmartins,0,0,0
2437,Disable Content-Type header,icreaterain,1,0,0
2432,Fixing word 'sintaxe' to 'syntax' in README.md,fureweb-com,0,0,0
2427,Add toJSON property to AxiosError type,trodrigues,1,0,0
2426,Make redirection from HTTP to HTTPS work,JitixPhotobox,1,1,1
2424,Fixing parse by responseType ,a631807682,15,1,2
2423,+axios-mocker,eshengsky,1,1,5
2419,Fixing response with utf-8 BOM can not parse to json,a631807682,5,0,0
2414,Replace number that length more than 16 to string,mgsod,1,0,0
2413,"Fix the  number length exceeds 16 in return value, resulting the prec…",mgsod,0,0,0
2410,"Update Webpack + deps, remove now unnecessary polyfills",avindra,7,5,4
2407,Fix cancellation error on build master. #2290 #2207,felipewmartins,0,0,0
2404,[Docs]: minor tweak,jamesgeorge007,0,0,0
2403,fix:Merge array error becomes object,abel-oye,1,0,0
2399,Update response interceptor docs,SAGARACH65,0,0,0
2391,Do not modify config.url when using a relative baseURL (resolves #1628),multicolaure,4,0,0
2389,Move create to Axis.prototype,pcasaretto,3,0,0
2386,Fix travis CI build,felipewmartins,0,0,0
2384,Fix a typo in README,gamtiq,1,0,1
2383,Fixing set `config.method` after mergeConfig for Axios.prototype.request,bushuai,2,0,1
2375,Remove is-buffer dependency,mvanaltvorst,6,0,0
2366,Updating: support custom config options type checking in interceptors with ts,LiHwsqh,1,0,0
2364,Add 'custom' config for special case,wujjpp,2,0,0
2347,"removed docs, moved to wiki pages",fed135,0,0,0
2342,Add AxiosRequestConfig  metadata fields for user customization,MonchiLin,3,0,0
2341,Adding options typings,lukepolo,0,0,1
2333,Allow PROPFIND to submit data,jamespearson,3,0,1
2331,Fixing `then` > `finally` typo in README,thewarpaint,1,0,0
2317,Sintaxe alternative to send data into the body,portolucas,0,0,1
2314,Update README.md,stigok,1,0,1
2305,Updating Readme.md file,quriosapien,4,0,3
2302,Adding setTimeout based timeout fallback for browsers without timeout support,markelarizaga,3,0,0
2293,Flatten the headers before transforming the data.,unknown,1,0,0
2290,Axios create url bug,dhrubesh,2,0,0
2285,Adding option useGlobalInterceptors,awdsawdsawds,1,0,1
2275,custom timeout prompt copy,IVLIU,0,0,0
2274,Feat/customtimeouttip,IVLIU,0,0,0
2271,Fixing grammar in README.md,MichaelFoss,1,0,1
2268,"In error hander Interceptor, params no config field，Triggered by cancelToken",AimWhy,0,0,0
2259,Fixing missing words in docs template,crhistianramirez,0,0,3
2256,upadating README: example for CommonJS autocomplete,the-vampiire,2,0,0
2255,Modernized typechecks,fed135,1,1,1
2251,Add AxiosError<T>['toJSON'] definition,VanTanev,1,0,0
2246,fix(type): fix no exported member 'Axios',xuezier,1,0,0
2243,Solve issue #2129 error message for bad headers format is unclear,alejogs4,3,4,2
2233,Added localAddress config option,DavyJohnes,7,0,3
2227,Fixing proxy type in AxiosRequestConfig,cdupetit,4,0,1
2222,Do not add request to response,furstenheim-geoblink,0,0,0
2221,Do not add request to response,furstenheim-geoblink,0,0,0
2218,fix(combineURLs): :bug: Fix https://github.com/axios/axios/issues/2217,bluelovers,1,0,0
2212,updating spelling and adding link to docs,heloflier,0,0,2
2211,Don't remove Content-Encoding header,PaulAnnekov,2,0,0
2210,Adding console log on sandbox server startup,precto1285,0,1,1
2209,update type for AxiosInstance.defaults.headers,bluelovers,1,1,2
2207,Fixing custom config options,rafaelrenanpacheco,66,0,2
2201,Fixing issue 2195,masterots,7,0,1
2198,"Doc fixes, minor examples cleanup",avindra,2,2,1
2196,Fix `params` merging,zackseuberling,14,0,2
2193,fix typo in changelog.md,ikea-dless,0,0,2
2191,Allow PURGE method in typings,iwata,3,0,1
2189,🐛Fix request finally documentation in README,a-tokyo,1,0,2
2186,Do not limit the return type in interceptor,fa93hws,0,1,1
2176,Update ECOSYSTEM.md,renancaraujo,0,0,1
2169,It is also possible to have data in DELETE method,sericaia,0,0,1
2166,include information about usage of auth parameter,xlaguna,0,0,1
2162,Include axios based Swagger Codegen in ECOSYSTEM.md,michalzaq12,0,0,1
2161,ci: use node 8 and 10 to test,mapleeit,1,0,0
2156,Add UNPKG property,privatenumber,1,0,0
2141,Add r2curl in ECOSYSTEM,uyu423,0,0,1
2138,Using Node 10 on CI,rajivshah3,8,1,6
2135,Improving type of AxiosError.isAxiosError,UselessPickles,1,1,1
2128,Fixing getUri to return url that would be used for a request,tskimmett,5,2,4
2121,Clarify what values responseType can have in Node,MatrixFrog,0,0,1
2120,Make AxiosError generic,polRk,1,0,0
2092,Updating README.md - Log errors always to stderr,simsieg,1,0,0
2090,Update README.md. - Fixed example methods typo,ordinarycas,0,0,2
2088,docs(): Detailed config options environment.,zgayjjf,0,1,1
2085,Adding reverseInterceptorsOrder method,anthonygauthier,3,0,0
2080,Include axios-data-unpacker in ECOSYSTEM.md,anubhavsrivastava,0,0,1
2075,Improve typings: set isAxiosError to true,charlax,1,0,0
2071,Adding Brotli Support,hlthi,2,3,3
2070,Updating baseUrl to append http if not defined.,sohailashraf003,2,0,0
2066,Fixing spacing for READ.me,unknown,0,0,2
2062,Fix type of progressEvent,vldvel,1,0,3
2055,Fixing README typo,wiese,1,0,0
2046,Capitalized first letters in headers,mikeshatch,1,0,0
2040,Adding feature to support axios sub-instances,noodle,9,1,2
2036,Readme updated,victorhermes,0,0,2
2032,add hello.js,rporres,1,0,0
2020,docs(ECOSYSTEM): add axios-api-versioning,Weffe,1,0,1
2014,Add AxiosException class,ruscon,2,0,0
2006,Fix ignored custom config,oleduc,7,0,0
2003,Include axios-hooks in ECOSYSTEM.md,simoneb,1,1,3
2000,Fixing memory leak in v8 based enviroments,Tarabyte,2,0,1
1996,Adding tests for method `options` type definitions,GreenTeaCake,3,0,2
1993,Fixing Mocha tests.,GreenTeaCake,5,0,1
1987,Adding support for params without value.,unknown,3,1,5
1985,Adding tests and maxBodyLength for PUT requests (2),Paxa,4,0,1
1964,Typescript allow extension of AxiosConfig,mtandersson,19,1,3
1962,overriding the default transformResponse,yi-man,1,0,0
1959,Guard access to process.env,LinusU,5,0,0
1958,Allow opening examples in Gitpod,svenefftinge,1,0,1
1952,Adding possibility to pass custom data to request config,Flyrell,2,0,0
1935,Build url,pm123,0,0,0
1930,support GET request with request body,taeyeon-Kim,0,0,0
1929,Enhancing... Code cleanups,sbimochan,3,2,5
1925,Add react-hooks-axios,int64ago,0,0,1
1915,Readme update,powolnymarcel,3,0,0
1914,Support to insert interceptor with specified `id`,nikugogoi,3,0,0
1912,support message-body in get requests,jochen42,4,0,1
1908,Adding Readme a request with custom-header example,kousaku-maron,1,0,0
1904,Fixing protocol https not found issue,M-shin,2,0,5
1901,Added Response header access instructions,unguul,1,0,2
1900,Adding support for URLSearchParams in node,mindriven,0,2,1
1899,Updating readme.md file,sbimochan,0,0,3
1896,Update README.md. Querystring libraries note,airs0urce,1,2,5
1889,removes unnecessary Content-Type delete according issue #362,laurenz-glueck,1,0,1
1888,Separated library import with project imports and moved export default to bottom of file.,RobusGauli,3,0,0
1886,Fixing indexOf[throws] error on null url.,RobusGauli,1,0,2
1884,feat: type axios-error,clentfort,2,0,1
1880,Prevent subdomains of domains in NO_PROXY from getting proxied,tshen8,6,0,8
1876,"ci: test Node.js 6, 8, 10 and 11",DanielRuf,2,0,0
1874,Adding TS generic to AxiosError to allow specifying the response format,iamakulov,1,0,0
1872,Added suggestion for base64 encoding for unicode,mregydev,1,0,0
1871,ES6 modules,xgqfrms,1,0,0
1870,Adding responseEncoding to AxiosRequestConfig typescript definitions,Aiden01,2,1,6
1867,Fixing request.responseText missing error,Luno33,1,1,1
1864,Update `axios-authorized` to ECOSYSTEM.md,zaguiini,1,0,2
1852,Fixing ignore set withCredentials false,tonwe,7,1,4
1845,Allow unsetting headers by passing null (#382),codeclown,7,3,8
1844,Removing unused variables and module,tarunama,1,0,0
1831,feat: Allow custom config,Khaledgarbaya,2,1,2
1816,Remove dependency on is-buffer,Chalarangelo,6,1,7
1814,fix the description of maxContentLength in README,hashtoes,1,0,2
1813,Fixing ignore set withCredentials false,tonwe,0,0,0
1812,add example,Bosspwn,0,0,0
1805,Added '/ '  ' ?' '#'  '&' ' ;'  '=' not to be percent encoded. And test,Abhicoding,1,0,0
1801,Updating: utils multiple equal -> Array.prototype.includes,seunggabi,1,0,0
1800,Extract main template for examples into separate file and add some comments to examples,trekhleb,0,0,0
1799,Update README.md,ps0305,2,2,1
1798,"Refined typescript types, added documentation to types (NOTE: Breaking changes)",jchitel,2,0,1
1792,Explicitly type request object,tien,0,0,0
1791,Explicitly type the request object,tien,0,0,0
1789,Fixing .eslintrc without extension,ManoelLobo,0,0,1
1787,Consistent coding style,exalted,1,0,1
1783,feat(observable): allow to return lowercase-o observable,kwonoj,1,0,0
1782,Changing merge and deepMerge to properly deal with arrays,qnp,1,0,0
1781,Allow uppercase methods in typings.,knpwrs,0,0,1
1776,fix lodash require,axe312ger,1,0,0
1775,[Overview] What would be included in v1,axe312ger,2,0,0
1773,Fixing overwrite Blob/File type as Content-Type in browser.,Gerhut,0,1,7
1771,Fixing building url with hash mark,m1neral,1,0,3
1763,Adding support for tracking redirects,gcox,11,0,0
1758,Preserve HTTP method when following redirect,RikkiGibson,0,0,2
1752,Fixing socket hang up error on node side for slow response.,ryouaki,22,0,2
1750,Clarify in README that default timeout is 0 (no timeout),aguynamedben,0,0,0
1745,Adding responseEncoding to mergeConfig,ehrhart,0,0,2
1740,Adding connectTimeout setting,mattiash,5,0,0
1738,makes axios error generic to use axios response,sumanla13a,2,0,4
1736,Add `getUri` signature to TypeScript definition.,atrauzzi,2,1,2
1728,Default params serialisation violates RFC 3986 less.,matthewlowry,6,0,0
1722,test: use mocha instead of nodeunit,unknown,0,0,0
1715,Fixing crash in XHR when setting user-agent header,steelbrain,6,0,2
1712,Added getUri method,anthonygauthier,7,0,2
1710,adjust README to match IE support,axe312ger,0,0,0
1709,Update README.md,ndelvalle,0,0,0
1703,Added support for empty Buffer on requests with data,anthonygauthier,1,0,0
1698,fix(Accept): Normalize accept header in request config,wejendorp,1,0,0
1697,"Fixing IE11/Edge doesn't respect responseType, so do it manually",niandalu,7,0,0
1693,Adding support for no_proxy env variable,pheebcodes,3,0,2
1690,Update ECOSYSTEM.md,davestewart,0,0,0
1689,Drop IE9 and IE10,RikkiGibson,3,0,1
1687,Converting traditional function expressions to arrow functions,cos,3,0,0
1673,"Fixing issue 662: request fail when request https url througth http proxy, base v0.18.0",xwcoder,2,0,0
1671,Fixing special char encoding,cygnusss,2,0,0
1669,Fetch BareBones Adaptor for Axios,unknown,0,0,0
1655,test: use mocha instead of nodeunit,JustinBeckwith,0,0,0
1653,Added axios-curlirize,anthonygauthier,3,0,0
1625,Added toJSON to enhanced Axios errors to facilitate serialization,TimJohns,0,0,0
1623,Adding second then on axios call in the readme,guillaumebriday,0,0,1
1622,Fixing usage of deprecated Buffer constructor. (#1555),mvdnbrk,0,0,1
1611,[NS]: Send `false` flag isStandardBrowserEnv for Nativescript,arpit2438735,1,0,1
1605,Allow custom return types,zcei,0,0,1
1596,merge contentful for https over http proxy fix,dewdad,1,0,0
1592,chore: cache node_modules,DanielRuf,0,0,1
1581,Move the request.withCredentials to the front of the request.open,SaltFish-X,1,0,0
1576,Fix #1575 :: process is not defined error on browsers,eeertekin,1,0,0
1574,Fixes #1573,nadim1992,1,0,0
1568,[WIP] feat: adapt the wechat/alipay mini app,axetroy,2,0,0
1566,Updating text: cancel to message,ronffy,1,0,0
1565,use qs style by default for params,bertho-zero,3,0,0
1551,cleaner definitions with union types.,sakoh,2,0,1
1544,Allow setting of content-type,andrew-templeton,1,1,1
1539,add,foolbirds,1,0,0
1538,Adding badge to display install size,styfle,0,0,0
1532,Move axios core to ESM,zcei,1,0,1
1528,"update readme, for post cancel",siggijosef,2,0,0
1521,fix incorrect variable while returning promise on interceptors,barisbora,0,1,1
1511,Fixing default transformRequest with buffer pools,delventhalz,0,0,1
1493,Fixing maxContentLength config not working for exceeded content-length response,cctuan,6,1,5
1492,Fixing password encoding with special characters in basic authentication,1pm,1,0,1
1487,fix 'Network Error' in react native android,huangzuizui,0,0,2
1485,Destroy stream on exceeding maxContentLength (fixes #1098),resure,54,0,1
1484,Update README.md,JimLynchCodes,0,0,1
1482,Fixing Axios.create() has no all & spread & Cancel & CancelToken & isCancel function,BlackHole1,1,0,0
1479,implement maxContentLength in xhr,kheyse-werk,1,2,3
1478,clarify maxContentLength is not implemented for the browser,kheyse-werk,2,0,0
1475,Correctly catch exception in http test,codeclown,0,0,0
1465,Update all (well most) the things,JustinBeckwith,0,0,0
1464,"Revert ""fix: update a bunch of dependencies""",JustinBeckwith,0,0,0
1463,docs: specify maxContentLength is in bytes,JustinBeckwith,0,0,0
1461,docs: es6ify the docs a little,JustinBeckwith,0,0,0
1460,chore: upgrade eslint and add fix command,JustinBeckwith,0,0,0
1458,chore: ignore package-lock.json,JustinBeckwith,1,0,0
1457,fix: update a bunch of dependencies,JustinBeckwith,4,0,1
1456,docs: clarify config order of precedence,JustinBeckwith,0,0,0
1452,Fix type error when socketPath option in AxiosRequestConfig,vwxyutarooo,2,0,0
1441,Updating xhr adapter to inherit withCredentials flag from the config,kmagiera,5,0,1
1425,capture errors on request data streams,JustinBeckwith,1,0,0
1420,Updating type of Rejection Error thrown from Axios to AxiosError,AyushG3112,2,0,0
1419,Adding isAxiosError flag to errors thrown by axios,AyushG3112,6,0,3
1410,Completely delete ejected interceptor handlers,Axnyff,2,2,1
1407,FIX: all tests and eslint for the 1.0.0 branch,hans-lizihan,3,2,3
1402,Some objects have the toJSON method.,zhongjie-chen,0,0,0
1401,[Typescript] Fix missing type parameters on delete/head methods,ascott18,1,0,0
1399,Fixing #537 Rejecting promise if request is cancelled by the browser,mattridley,1,0,1
1398,Fix differentiate network errors,AndyNeale,1,0,0
1396,Remove content-length header after unzip,Turanchoks,2,0,0
1395,Fixing #385 - Keep defaults local to instance,codeclown,30,12,7
1391,Clone config defaults on axios.create,heisian,15,3,17
1384,Do not pipe stream to gunzip with HEAD request.,kamikat,2,0,0
1377,Error/typo,Mathiasduc,2,0,1
1370,- instance headers shouldn't mess with global common headers,sony-mathew,1,0,0
1367,Simplifying redundant config merge.,emilyemorehouse,4,0,0
1366,Follow up to #1070 - adding documentation and tests,emilyemorehouse,0,0,0
1364,Documents default,MiguelMadero,3,0,1
1363,Add reference to axios-fetch in ECOSYSTEM.md,mdlavin,1,0,1
1357,Companion for #1286 and #1287 - also updating follow-redirects version in package.json,emilyemorehouse,0,0,0
1356,Modernize COOKBOOK.md examples,vlad-zhukov,1,0,0
1353,Finish adjustments to specs,zcei,1,1,4
1352,Substitute custom utils with lodash,zcei,2,2,7
1351,Adjust specs to work with new lib interface,zcei,0,1,3
1342,fix cannot send post method,alpancs,0,0,1
1339,Adjust karma to use Webpack 3 config,zcei,5,0,1
1336,migrate nodeunit to jasmine,axe312ger,6,1,2
1335,ESLint Standard,zcei,2,1,4
1334,Use Babel 7 & Webpack3 (via blocks),zcei,6,2,6
1326,Build url,chenchengwork,1,0,0
1325,Chinese README,BestNathan,1,0,0
1320,"changed order, center aligned name & description",cg-cnu,1,0,0
1314,Adding example of cancelling a POST request to readme,penance316,2,2,3
1305,add https agent custom options,mcvella,1,0,0
1297,Fix https request on http proxy variant 2,Sitronik,6,0,0
1295,Fix utils.merge for objects with inheritance,KamiKillertO,0,0,0
1291,Case insensitive handling of headers,betalb,6,0,0
1287,Set maxBodyLength on follow-redirects to match maxContentLength on AxiosOptions,mividtim,9,0,1
1285,Fixing defaults to use httpAdapter if available,mividtim,13,0,0
1280,Adding tests and maxBodyLength for PUT requests,omegaphoenix,5,0,0
1279,Adding redux-saga-requests to ecosystem in docs,robaxelsen,1,0,0
1276,Added a simple async/await example,unknown,3,0,1
1274,Temp fix for follow-redirect,felixmosh,3,0,1
1273,adding codetriage badge,jcrben,3,0,3
1272,Fix Markdown formatting for issue and pull request template,aaronang,1,0,1
1270,Upgrade all dependencies to latest version,timReynolds,2,0,1
1264,Update license date,m1guelpf,1,0,1
1258,Bug/allow header to contain http verb keys #1252,nycdavid,5,0,2
1254,Fixing type definitions so AxiosInstance can be invoked,evanshortiss,1,0,0
1244,[TypeScript] fix Property 'then' does not exist on type 'AxiosInstance'.,k1r0s,1,0,0
1234,Updating the docs to use Promises. Fixes #1042,franciscop,4,0,1
1232,fix https request on http proxy problem,stoneChen,8,3,3
1215,Updating webpack to v3.x,jishnu7,1,0,0
1206,Support header with USER-AGENT property,echoulen,2,0,0
1203,Add a check for navigator object since isURLSameOrigin relies on it,peterjwest,3,0,1
1198,Update buildURL.js,liutao,1,0,0
1192,Fixing interface of axios instance,pntgupta,3,0,0
1191,Ensure reasonable error message is given when headers value is not object,big-kahuna-burger,0,0,0
1190,Adding test for non standard browser envs,38elements,0,0,0
1188,Removing unused dependencies,38elements,1,0,0
1177,Fixing typing issues #1154 #1147,dhcmrlchtdj,1,0,0
1173,security: upgrade follow-redirects,posva,1,0,0
1165,Updating typings,paul-sachs,1,0,0
1160,Move window defined check before window.XMLHttpRequest check,owap,1,0,0
1156,refactor: !isArray(obj) is always true,clarkdo,3,0,0
1155,[WIP] Fix transformResponse to transform accordingly to responseType,ClementParis016,2,0,0
1148,Adding better 'responseType' and 'method' type definitions by using a…,Fitzpasd,1,0,2
1141,Updating typescript definition to allow providing shape for response,paul-sachs,1,0,0
1135,Adding axios-extensions to the ecosystem,kuitos,0,0,0
1131,Add request field to AxiosResponse type definition,jmmk,1,0,0
1129,Unzipping response body only for statuses != 204,drawski,3,0,1
1125,Update AxiosTransformer type in index.d.ts,fxlrnrpt,1,0,0
1123,Improve node/browser detection,ezralalonde,3,0,0
1122,Fixing default method for an instance always overwritten by get,Nilegfx,3,0,1
1114,Handle fake success responses in RN,skaldo,2,0,0
1110,Adding jsDelivr link in README,LukasDrgon,7,1,11
1107,Fixing Cookie Helper with Async Components (#1105),rbown,1,0,2
1106,Fixing Cookies Helper Issue (#1105),rbown,0,0,0
1102,Fixing Typescript declaration for incorrect export style,thynson,0,0,0
1095,Fix/pass agent mixed protocol redirects,pmarrone,15,1,1
1091,Added ES6 example in README,jjingrong,1,0,1
1089,Update utils.js,zongzi531,1,0,0
1080,Allow overriding the used transport,MarshallOfSound,2,0,0
1075,Replace webpack with rollup,SidKwok,9,1,1
1070,Adding support for UNIX Sockets,Starfox64,11,0,1
1065,Avoid concatenating chunks to calculate their total lenght,zenekron,2,0,1
1061,Update TypeScript typings with generic type parameters,d-fischer,8,0,0
1059,"get is forced upon all reqeusts by default, moved it to default options instead",vasilevich,2,0,0
1056,Update ECOSYSTEM.md,jin5354,1,0,0
1055,Tiny fix,fridzema,1,0,0
1053,Response headers missing,sahanatroam,1,0,1
1044,Fix AxiosTransformer interface declaration,b-zee,2,0,0
1041,Preserve order of request interceptors. Fixes #841,le0nik,9,0,0
1040,Decorate resolve and reject to clear timeout in all cases,pbarbiero,10,1,2
1038,Fix - Multiple instances creation,emaincourt,4,0,0
1032,fixing bug for issue #175 maybe #949 #443,aqualaguna,1,0,0
1015,Updating Typescript typing for AxiosError to include `request?` param,mmarvick,2,0,0
987,Add bundlesize to test,siddharthkp,3,0,0
982,Use XMLHttpRequest in IE10+ instead of XDomainRequest,ibci,1,0,0
974,support tcp NO_DELAY,unknown,2,0,0
971,support tcp NO_DELAY option,unknown,1,0,0
966,"refactor(http): use ClientRequest ""aborted"" value",rayrutjes,2,0,0
965,Add documentation about how to implement `promise.prototype.finally` in ES6,BrodaNoel,2,0,1
963,Add axiosist to ECOSYSTEM.md,Gerhut,3,0,0
959,Fixing http adapter to allow HTTPS connections via HTTP,Khaledgarbaya,54,3,5
955,Documentation change for transformRequest,kmayer,2,0,0
954,Added link to caniuse.com,ThomasLandauer,2,0,0
951,updated package.json devDependency,EsrefDurna,1,0,0
950,Fixing baseURL not working in interceptors,Baoyx007,5,0,0
947,Remove file: protocol check when response status is 0,geoffdutton,7,0,0
941,Adding mocha-axios to the ecosystem,jdrydn,1,0,0
935,"added unpkg ""dist/axios.js""",jmnote,2,0,1
930,Convert the method parameter to lowercase,luciy,3,0,0
927,Fixing error on Cancel,hugoclrd,2,0,0
918,Update combineURLs.js,lzxb,2,0,0
917,Limit the request method type,ofirgeller,6,0,0
912,Convert the method parameter to lowercase,luciy,7,1,1
887,No buffer in browser,fgnass,13,0,1
878,Add CDNJS version badge in README.md,sufuf3,5,0,5
874,Duplicate header handling,tybro0103,6,1,1
869,Adds option to specify character set in responses (with http adapter),johntron,16,2,3
857,Fixing typo in comment blocks of createError() and enhanceError(),martinjoiner,2,0,0
842,Adding ability to transform data based on status,berfarah,8,2,2
831,Pass agents to follow redirects,rubennorte,2,1,5
830,Include underlying request in errors,rubennorte,1,0,1
829,Update follow-redirects dependency,jcready,6,0,0
828,Return the last request made in axios response,rubennorte,2,0,1
826,Adding templates for issues and pull requests,rubennorte,4,0,0
823,Fixing #795,reid3290,2,0,0
818,Update README.md,carlosromel,2,0,0
810,Add `auth.bearer` shorthand,jcready,2,0,0
786,Updating follow-redirects to 1.1.0,cappslock,4,0,1
783,Update README.md,Maopy,2,0,0
781,Removing extra colon in README.md's proxy.auth,TomyJaya,1,0,0
780,"#779 Fixing http adapter, use scheme from proxy URL",jgogstad,1,0,0
778,Adding comment about header names are lower cased,Khaledgarbaya,3,0,0
773,support node buffers less than 8192 bytes,jerfowler,3,0,0
742,Change http request method in Axios request method,SeokHeo,6,1,3
741,adding sample code to GET images,mtliendo,1,0,0
733,Add axios-method-override to ECOSYSTEM.md,jacobbuck,0,0,0
731,Proper detection of react-native in isStandardBrowserEnv function,Viktor6713,1,0,0
730,TypeScript generic AxiosResponse type,vojtechhabarta,3,0,0
713,"Axios should be export with ""=""",morlay,0,0,0
707,make onFulfilled optional in d.ts,evollu,3,0,0
702,clarified proposal state,capaj,0,0,0
696,Updating transformRequest documentation to include FormData,simshanith,1,0,0
691,Adding a way to disable all proxy processing,vbfox,8,1,3
689,https://github.com/mzabriskie/axios/issues/537,fvicente,5,0,0
685,Fix typo - forEachMethodNoData,unknown,0,0,0
680,Enable writings node.js buffers directly,EricMCornelius,7,1,1
677,Add axios-debug-log to ECOSYSTEM.md,Gerhut,0,0,0
676,Fixed missing closing paren in node querystring string example in README,sloansparger,0,0,0
671,Fixing document for adapter,38elements,1,0,0
670,Updating test for adapter,38elements,0,0,0
669,Fixing document for adapter,38elements,0,0,0
656,Parse the JSON response if response is undefined (fix #265),yp,3,1,2
654,Fixing condition of suppressing DOMException caused by XHR Level 2 Incompatible Browsers,itareeee,0,0,0
650,Fix bug with isStandardBrowserEnv (#597),eu81273,2,0,0
616,Update the links of the browser logos in Readme,akshatnitd,1,0,0
613,Broken example,bjesus,1,0,0
596,Fix IE8 to be determined as a standard browser,eu81273,0,0,0
595,Adding Support for RESTful URL in config,andresusanto,5,0,0
594,Adding support default url,MillerRen,0,0,0
588,Removed custom typings for the Promise-interface,mktange,6,0,0
581,Fixing combineURLs to support an empty relativeURL,loklaan,7,1,5
579,Update typings,IRus,19,0,0
577,Fix upload progress event example,IgorDePaula,3,0,0
573,replace literal regex syntax,jackewing,1,0,0
570,add basic auth on hxr adapter,rroslaniec,2,0,0
565,Adding interpretation of no_proxy,inthemill,29,2,3
561,remove PROTECTION_PREFIX support,dominykas,1,0,0
558,Update parseHeaders to match node http behavior,Jessidhia,6,1,1
547,Minor grammar/line length changes,Rossolson,2,1,3
533,Fixing #385 - instance.defaults changes global object,yanivefraim,14,0,0
529,Fixing #433 - instance should inherit defaults,yanivefraim,19,0,0
522,Add 2 tests to start fixing issues of project 1,DjebbZ,2,0,0
521,Add a note that several requests can cancelled with the same token.,DjebbZ,3,0,0
519,Support Typescript 2.0,DenisCarriere,1,0,0
508,Update tests to match new interface,slavovojacek,12,0,0
496,Update axios.d.ts,slavovojacek,4,0,0
493,"Default to using ""http:"" protocol in http adapter",michaelgmcd,2,0,0
491,Fix proxy bugs,Jarlotee,4,0,0
487,Possible Fix for #459,IronSight87,3,0,0
483,Support proxy auth,mawrkus,4,1,2
477,Make headers with the same name be returned as array,kompot,3,1,2
461,Add OPTIONS-method as a shortcut,theikkila,9,1,2
453,Adding additional information to timeout error message,comamitc,2,0,0
452,Adding support for request cancellation,nickuraltsev,10,4,9
446,Move the logic used to determine the default adapter into `defaults.js`,dan-turner,2,0,0
445,[for-each] has-own-prop issue node,tony-kerz,3,0,0
440,Add exception for file protocol request,kenvunz,1,0,0
438,Add @3846masa/axios-cookiejar-support to ECOSYSTEM,3846masa,1,0,0
437,Moving default adapter to global defaults,rubennorte,2,1,0
431,README.md: Add missing comma,andykog,2,0,0
423,Split progress event handlers into upload and download. ,diesal11,8,3,0
421,Adding note about ES6 Promise polyfill in the Interceptors section,rishabh-ink,2,0,0
419,Updating TypeScript definitions,nickuraltsev,4,0,0
416,Added note about breaking changes in v0.13.0,woodb,3,0,0
410,Use any-promise for configuring promises,jvmccarthy,12,2,0
409,Fixing URLSearchParams polyfills,tanzoniteblack,8,0,0
407,Fixing doc on accessing response with then/catch,axelboc,1,0,0
406,Fixing xsrf header on missing xsrfCookieName,pracucci,2,1,0
402,added typings as well as typescript,Baavgai,6,0,0
397,Fixing Authorization header with basic auth,madebyherzblut,4,0,0
392,Modify spread typescript definition,jonathanfishbein1,2,0,0
387,Replacing 'agent' option with 'httpAgent' and 'httpsAgent',rubennorte,2,0,0
372,Changing adapter signature to receive config and return promises,rubennorte,2,0,0
368,Enhance adapter errors,rubennorte,2,0,0
366,Http proxy support,bomsy,18,4,1
359,Add axios-vcr,nettofarah,2,0,0
357,Update typescript Module Resolution,Willian-Zhang,3,0,0
349,Allow xsrfHeaderName to be a function,jcready,3,1,0
345,Improve error handling,nickuraltsev,7,1,0
334,Enhance the thrown errors with a .config and .request property.,jtangelder,5,1,0
330,Abort and AbortOnRetry,msangui,4,0,0
329,Add config to error object.,azizhk,3,0,0
327,Merging #303,nickuraltsev,1,0,0
326,Update README with request method on static api,josh-egan,1,0,0
325,Used instanceof to determine FormData in utils.isFormData. Fix #323.,kimrgrey,1,0,0
324,Adding erroneous and timed-out requests the ability to be replayed,romainneutron,3,0,0
321,export Axios fixes #320,reggi,1,0,0
317,Adding support for URLSearchParams,nickuraltsev,3,0,0
316,add request function to exported singleton,josh-egan,6,0,0
313,Only set empty handlers for IE CORS support if using XDomainRequest,stevenp,2,0,0
308,Allow custom HTTP status code error ranges,nickuraltsev,3,0,0
307,Fixing #211,dublx,9,1,0
303,Fixes handling of compression errors,JoshZA,4,0,0
300,Fixing typo in readme,jergason,2,0,0
299,Fix issue with ArrayBuffer,nickuraltsev,5,0,0
296,Add support for Stream,nickuraltsev,13,0,0
294,Fixing typo,jackytck,2,0,0
288,fix get parameter list,michaeleekk,2,0,0
280,Add ECOSYSTEM.md and Resources section,nickuraltsev,1,0,0
279,Fixing xhr for webworker env,Deamon87,1,0,0
275,Adding a `maxContentLength` content option,bomsy,1,0,0
274,Fixing issue with Travis,nickuraltsev,5,0,0
272,Fixing incorrect message in karma config,nickuraltsev,1,0,0
271,Fixing issues with peer deps,nickuraltsev,0,0,0
267,Fix typo in readme,rupertrutland,2,0,0
264,Update to 0.9.1 axios,kant2002,7,0,0
261,Adding a `maxContentLength` content option,bomsy,6,0,0
259,Adding maxContentLength config option feature,bomsy,0,0,0
254,doc(readme): uses latest syntax for Typescript import,ericmdantas,1,0,0
252,Fixing 245: Basic auth for node http adapter,ajcrites,1,0,0
251,IE9 fix for cross domain calls,ruchigoyal2005,10,0,0
