number,title,author,commentsCount,reviewThreadsCount,reviewsCount
5932,chore(docs): added AxiosHeaders docs;,DigitalBrainJS,0,0,0
5931,fix(types): fix AxiosHeaders types;,DigitalBrainJS,0,0,0
5928,docs: Update README with latest permalink and file path,mrosenbaum15,1,0,0
5926,Feat/5924,WillianAgostini,4,0,1
5925,fix: propagate stack-trace across async,ikonst,6,0,0
5920,[Release] v1.5.1,github-actions,0,0,0
5919,fix(adapters): improved adapters loading logic to have clear error messages;,DigitalBrainJS,0,0,0
5918,typo: code example lint,hbrls,0,0,0
5917,fix(formdata): fixed automatic addition of the `Content-Type` header for FormData in non-browser environments;,DigitalBrainJS,6,1,1
5908,README: Consistent spacing after comment start,dandv,2,0,1
5901,test(transform): add test case for issue 5853 on response type to 'json',naronchen,2,0,0
5898,Update In client file,sourabh20905,2,0,0
5897,adding environtment variable,sourabh20905,1,0,1
5892,fix(headers): content-encoding header accepts case-insensitive values…,sfc-gh-pmotacki,0,0,1
5889,docs: update readme.md,therealrinku,0,0,0
5887,docs(paramsSerializer config within request config): update documenta…,DavidJDallas,0,0,1
5839,feat(export): export adapters without `unsafe` prefix,DigitalBrainJS,0,0,0
5838,[Release] v1.5.0,github-actions,0,0,0
5837,fix(adapter): make adapter loading error more clear by using platform-specific adapters explicitly,DigitalBrainJS,0,0,0
5836,fix(dns): fixed `cacheable-lookup` integration;,DigitalBrainJS,0,0,0
5835,chore: publish to NPM with provenance,meyfa,2,0,1
5832,fix(headers): fixed common Content-Type header merging;,DigitalBrainJS,0,1,1
5831,fix(headers): added support for setting header names that overlap with class methods;,DigitalBrainJS,0,0,0
5830,fix(core): resolve assignment to read-only 'set' property,talha4real,1,0,0
5823,docs: fix a typo in v0.x README,hayatonjp,0,0,2
5819,Something,jaatinc,0,0,0
5816,fix(types): removed duplicated code,fb-sean,0,0,1
5809,Change isNaN to Number.isNaN,0o001,0,0,1
5801,docs: update readme,JonHPC,0,0,0
5796,fix: execute done on finish test,WillianAgostini,0,0,0
5792,fix(adapter): make sure that the adapters can be imported correctly,Y-qwq,0,0,0
5791,docs: Linting documentation notes,Cadienvan,0,0,0
5790,docs: fix CommonJS usage note,Cadienvan,0,0,1
5788,docs: Add axios error type definitions in README.MD ,JBudiman00,0,0,1
5781,feat(http): enable ssl tunneling through proxy,Thore1954,7,0,0
5779,Fix: Format TypeScript code ,JedediahXu,0,0,0
5778,fix: dispatchBeforeRedirect,zaosoula,2,3,5
5772,fix(http): decode proxy url auth,Thore1954,0,0,0
5770,Define more strict ParamsSerializerOptions type,ShebangDog,1,2,1
5767,chore: upgrade eslint and express,ysunio,1,0,0
5766,Fix 5657,WillianAgostini,0,0,0
5759,feat: Add partial sync execution to request interceptors,dfidalg0,0,0,0
5755,fix(types): add mergeConfig declaration,hungtcs,0,0,0
5752,fix: settle judgment(Remove invalid judgment),zhyafe,0,0,0
5743,test,lucascvarani,0,0,0
5740,Fix TOC and more issues in README,HerHde,0,0,0
5732,fix: call transformRequest after setContentType call,denis-sav,1,0,0
5731,fix(http): remove brackets from hostname,Rishi556,4,0,1
5729,fix: dispatchBeforeRedirect,k1de,1,0,0
5720,chore(deps): bump socket.io-parser and socket.io,dependabot,1,0,0
5715,fix(params): removing '[' and ']' from URL encode exclude characters …,HealGaren,2,0,1
5712,fix(bug): lib/helpers/isURLSameOrigin undefined urlParsingNode.pathname,ly3xqhl8g9,0,0,0
5707,feat(AxiosHeaders): add getSetCookie method to retrieve set-cookie headers values,WillianAgostini,2,0,3
5699,chore(deps): bump engine.io and socket.io,dependabot,1,0,0
5687,fix(types): add mergeConfig declaration (#5686),hungtcs,2,0,1
5685,refactor(dns): remove unnecessary async function check,PinkChampagne17,0,0,0
5684,chore(utils): refactored isAsyncFn util to avoid inlining additional Babel helpers to the build;,DigitalBrainJS,0,0,0
5683,[Release] v1.4.0,github-actions,0,0,0
5679,perf(merge-config): optimize mergeConfig performance by avoiding duplicate key visits;,DigitalBrainJS,0,0,0
5678,fix(formdata): add `multipart/form-data` content type for FormData payload on custom client environments;,DigitalBrainJS,0,0,0
5677,fix(package): export package internals with unsafe path prefix;,DigitalBrainJS,1,0,0
5670,fix: #5601 deprecated package url-search-params with URLSearchParams,npiyush97,1,0,0
5666,[Release] v1.3.6,github-actions,0,0,0
5665,chore(template): improve issue template;,DigitalBrainJS,0,0,0
5664,chore(deps): bump vm2 from 3.9.13 to 3.9.17,dependabot,2,0,0
5663,chore(ci): use package-lock in test & build github actions;,DigitalBrainJS,0,0,0
5661,fix(utils): make isFormData detection logic stricter to avoid unnecessary calling of the `toString` method on the target;,DigitalBrainJS,0,0,0
5649,chore(deps): bump vm2 from 3.9.13 to 3.9.16,dependabot,1,0,0
5643,chore(deps): bump peter-evans/create-pull-request from 4 to 5,dependabot,1,0,0
5639,chore(deps): bump vm2 from 3.9.13 to 3.9.15,dependabot,1,0,0
5634,[Release] v1.3.5,github-actions,0,0,0
5633,fix(params): re-added the ability to set the function as `paramsSerializer` config;,DigitalBrainJS,0,1,1
5628,fix(bug): #4015 fixed buildFullPath to validate if url is valid,WillianAgostini,0,0,0
5627,fix(package): Fix package exports,gligorkot,26,0,3
5621,fix(bug): #4015,npiyush97,1,0,0
5620,chore(deps): bump actions/stale from 7 to 8,dependabot,1,0,0
5605,refactor: Refactor mergeConfig function to remove duplicate keys,lei-mu,2,0,0
5600,Update README.md,aslamanver,1,0,0
5595,fix(types): change the type guard on isCancel,adimit,8,1,3
5585,refactor(types): Make `AxiosRequestConfig`'s `params` attribute generic,kkirsche,2,0,0
5584,fix(headers): fixed isValidHeaderName to support full list of allowed characters;,DigitalBrainJS,0,0,0
5581,feat(interceptors): function onFinish for request and response interceptors,yasinpalizban,1,0,0
5575,refactor: implement CanceledError as a class,brodo,0,0,0
5570,chore(deps): bump actions/checkout from 2 to 3,dependabot,3,0,0
5566,chore(ci): remove team-reviewers config;,DigitalBrainJS,0,0,0
5565,[Release] v1.3.4,github-actions,0,0,0
5564,fix(http): fixed regression bug when handling synchronous errors inside the adapter;,DigitalBrainJS,0,0,0
5548,fix(blob): added a check to make sure the Blob class is available in …,lcysgsg,0,0,0
5546,[Release] v1.3.3,github-actions,0,0,0
5545,fix(formdata): added a check to make sure the FormData class is available in the browser's global scope;,DigitalBrainJS,0,0,0
5542,fix(headers): fixed the filtering logic of the clear method;,DigitalBrainJS,0,0,0
5540,export Adapters,unional,2,0,1
5536,feat: added config for `maxHeaderSize`,mihneamanolache,0,0,0
5535,fix(formdata): fixed setting NaN as Content-Length for form payload in some cases;,DigitalBrainJS,0,0,0
5531,[Release] v1.3.2,github-actions,0,0,0
5530,fix(http): use explicit import instead of TextEncoder global;,DigitalBrainJS,9,0,0
5528,fix(http): treat http://localhost as base URL for relative paths to avoid `ERR_INVALID_URL` error;,DigitalBrainJS,0,0,0
5525,feat: export `AxiosHeaderValue` type.,arthurfiorette,0,0,0
5522,[Release] v1.3.1,github-actions,0,0,0
5521,fix(formdata): add hotfix to use the asynchronous API to compute the content-length header value;,DigitalBrainJS,0,0,0
5518,fix(serializer): fixed serialization of array-like objects;,DigitalBrainJS,0,0,0
5515,fix(proxy): allow to set proxy servername,0x0a0d,1,1,1
5514,chore(ci): fixed contributors avatar rendering for CHANGELOG.md;,DigitalBrainJS,0,0,0
5513,[Release] v1.3.0,github-actions,0,1,1
5512,chore(ci): change release-it git config;,DigitalBrainJS,0,0,0
5510,chore(ci): prepare package-lock.json for commit on build stage;,DigitalBrainJS,0,0,0
5509,chore(ci): add git diff echo;,DigitalBrainJS,0,0,0
5508,chore(ci): add git status echo;,DigitalBrainJS,0,0,0
5507,fix(headers): fixed & optimized clear method;,DigitalBrainJS,0,0,0
5505,[Release] v1.2.6,github-actions,0,0,0
5503,fix(types): fixed `CommonRequestHeadersList` & `CommonResponseHeadersList` types to be private in commonJS;,DigitalBrainJS,0,0,0
5502,fix(headers); added missed Authorization accessor;,DigitalBrainJS,0,0,0
5500,[Release] v1.2.5,github-actions,0,0,0
5499,fix(types): fixed AxiosHeaders to handle spread syntax by making all methods non-enumerable;,DigitalBrainJS,0,0,0
5497,Fix no zlib headers,ItsNotGoodName,0,0,0
5493,chore(deps): bump ua-parser-js from 0.7.31 to 0.7.33,dependabot,0,0,0
5487,[Release] v1.2.4,github-actions,5,0,0
5486,fix(types): renamed `RawAxiosRequestConfig` back to `AxiosRequestConfig`;,DigitalBrainJS,0,6,1
5483,Add publish workflow,foreverest,0,0,0
5482,Fix AxiosRequestHeaders & AxiosHeaders types;,DigitalBrainJS,0,4,2
5478,fix AxiosRequestConfig generic,hilleer,5,0,0
5470,chore(ci): fixed publish action;,DigitalBrainJS,0,0,0
5467,Fix the problem that axios.map cannot find,ruofee,0,0,0
5462,Fix GitHub workflow badges,EFord36,3,0,1
5460,chore(ci): enabled npm publishing; ,DigitalBrainJS,0,0,0
5459,[Release] v1.2.3,github-actions,2,0,0
5456,chore(ci): added an action to make GitHub & NPM releases when merging a release PR;,DigitalBrainJS,0,0,0
5455,chore(ci): fixed error in generating changelog with unnecessary spaces;,DigitalBrainJS,0,0,0
5453,chore(ci): improved contributors & PRs sections generator;,DigitalBrainJS,0,0,0
5451,chore(ci): improved logging;,DigitalBrainJS,0,0,0
5449,chore(ci): added step of generating a list of contributors for CHANELOG.md;,DigitalBrainJS,0,0,0
5448,[Release] v1.2.3,github-actions,0,0,0
5447,chore(ci): added commit message config;,DigitalBrainJS,0,0,0
5446,chore(ci): updated release-it config;,DigitalBrainJS,0,0,0
5445,chore: added transport to RawAxiosRequestConfig,Cadienvan,4,1,4
5444,docs: added missing config.transport doc,Cadienvan,1,0,1
5443,chore(ci): improved contributors list generator;,DigitalBrainJS,0,1,1
5442,chore(ci): add authorization token for GitHub API requests;,DigitalBrainJS,0,0,0
5441,fix:require is not defined,836334258,0,1,1
5440,fix:require is not defined,836334258,0,1,1
5439,chore(ci): updated release-it config; ,DigitalBrainJS,0,0,0
5438,chore(deps): bump json5 from 1.0.1 to 1.0.2,dependabot,0,0,0
5436,chore(ci): add an action to create a release PR;,DigitalBrainJS,0,0,0
5434,V1.x,Rashed-MM,0,0,0
5433,some update and fix,Rashed-MM,0,0,0
5420,fix(types): fixed AxiosRequestConfig header interface by refactoring it to RawAxiosRequestConfig;,DigitalBrainJS,15,0,1
5411,Happy,sharmahappy654,0,0,0
5410,fix(core): fix AxiosHeaders clear method,Ehsan200,1,0,0
5408,chore(deps): bump actions/stale from 6 to 7,dependabot,0,0,0
5406,chore(ci): set conventional-changelog header config;,DigitalBrainJS,0,0,0
5404,Release v1.2.2,DigitalBrainJS,3,0,0
5403,chore(ci): fix automatic contributors resolving;,DigitalBrainJS,0,0,0
5398,Fix/ci,DigitalBrainJS,0,0,0
5397,chore(ci),DigitalBrainJS,0,0,0
5393,Fixed gulp version task to work with release-it,DigitalBrainJS,0,0,0
5392,Ci/release script,DigitalBrainJS,0,0,0
5384,GitHub Actions Release script;,DigitalBrainJS,2,0,0
5378,Evinq debugger,okevinok,1,0,0
5377,Fix/prerelease scipts,DigitalBrainJS,0,0,0
5376,Fix/release scripts,DigitalBrainJS,0,0,0
5375,Fix/typescript tests,DigitalBrainJS,0,6,3
5374,Initial commit,Yogi-star-star,0,0,0
5364,CI/release scripts,DigitalBrainJS,0,1,1
5359,fix: rename types responseEncoding to ResponseEncoding,wootsbot,2,0,1
5356,Fix typos,rmschindler,0,0,1
5353,Fixed Brotli decompression,DigitalBrainJS,3,0,0
5347,Fix brotli decompression,Flupster,1,0,0
5345,fix: Add missing HttpStatusCode,winniehell,3,1,6
5342,chore(deps): bump decode-uri-component from 0.2.0 to 0.2.2,dependabot,0,0,0
5339,Added support for a custom lookup function;,DigitalBrainJS,2,1,1
5338,Refactored FormData & Params serializers;,DigitalBrainJS,1,3,1
5331,fix: Update AxiosError type declaration to exclude status (#5330),lj-ditrapani,2,0,1
5324,feat: export getAdapter function,geekact,5,0,0
5322,Better implementation of inheritance for Axios error,Ahmed-Hakeem,1,0,0
5316,Added support for spec-compliant FormData & Blob types;,DigitalBrainJS,5,4,1
5308,Changed AxiosProgressEvent.event type to `any`;,DigitalBrainJS,2,0,1
5307,docs: remove README link to non-existent upgrade guide,zachlysobey,0,0,0
5306,Fixed decompression for responses without `Content-Length` header,DigitalBrainJS,21,0,1
5303,feat: users can configure whether it is a standard browser environment,bigmeow,2,0,0
5302,fix: export bundles.,mshima,0,0,0
5300,fix: decompress response data,jeffersonfelixdev,4,0,0
5299,test: HTTP GET response data decompression,ddugovic,0,0,0
5295,chore(deps): bump loader-utils from 1.4.1 to 1.4.2,dependabot,0,0,0
5294,chore(deps): bump engine.io from 6.2.0 to 6.2.1,dependabot,0,0,0
5288,fix problem with named export `axios` and `Typescript NodeNext`,akphi,5,0,0
5285,Urgent bugfix: transformResponse error lost response info,oldbig,1,0,0
5277,Refactored adapters loader;,DigitalBrainJS,4,1,2
5269,__dirname is not defined,836334258,0,0,1
5266,chore(deps): bump actions/dependency-review-action from 2 to 3,dependabot,0,0,0
5265,Update the link for JSON url,aziyatali,0,0,2
5261,update readme in the Handling Errors section - issue reference #5260,relbns,0,0,1
5259,Only accept brotli if we can decode it,lucaswerkmeister,3,0,0
5252,export lib dir,trim21,0,0,0
5250,Fixed Z_BUF_ERROR when content-encoding is set but the response body is empty,DigitalBrainJS,2,0,1
5247,Fixed AxiosError.toJSON method to avoid circular references;,DigitalBrainJS,3,0,1
5245,chore(deps): bump loader-utils from 1.4.0 to 1.4.1,dependabot,0,0,0
5244,fix: Optimize code about getPrototypeOf,windldream,0,0,0
5242,fix: pathname is undefined in isURLSameOrigin #2799,icksky,1,0,0
5241,chore(deps): bump socket.io-parser from 4.0.4 to 4.0.5,dependabot,0,0,0
5237,updated interceptor use type definition to remove interceptor options parameter from use method for response interceptors,amitsainii,8,0,3
5235,ci: remove git credentials after checkout,Fdawgs,0,0,2
5227,Added `event` property to `AxiosProgressEvent` interface;,DigitalBrainJS,0,0,1
5225,Re-added support for loading Axios with require('axios').default;,DigitalBrainJS,0,1,2
5224,Fixed & Imporoved AxiosHeaders class,DigitalBrainJS,3,1,1
5222,fix: named export issue from proxy-from-env package,pavan168,6,0,0
5218,docs: fix broken links,claudiobusatto,0,0,1
5210,"fix: Axios Response with wrong ""unknown"" data property type",ArthurPedroti,5,0,0
5207,Remove `\b` from filename,the-csaba,3,0,1
5205,Update Sandbox UI/UX,geeth24,1,0,2
5197,fix punctation in README.md,MoPaMo,0,0,1
5196,fix: fix TypeScript type definitions for commonjs,remcohaszing,17,10,4
5194,typo fix line #856 and #920,shreem-123,0,0,1
5193,typo fix #800,shreem-123,0,0,1
5186,Create readme,pritamsoni01,0,0,0
5184,Fix typos (capitalization),friederbluemle,0,0,1
5177,Map Method in javascript,Kanwal-Misbah,0,0,0
5170,refactor: Update and rename UPGRADE_GUIDE.md to MIGRATION_GUIDE.md,yunseyeong,0,0,2
5169,Refactored AxiosHeaders class to fix #5067;,DigitalBrainJS,1,0,0
5168,decode authorization values from URI,rak3n,2,0,0
5166,fix axios config headers,christian-tchaikovsky,1,0,0
5165,fix: expose HttpStatusCode,victorkwok97,3,0,1
5162,Refactored module exports;,DigitalBrainJS,8,7,3
5159,Fix typo in issue template name,secondl1ght,0,0,1
5152,#4998 Fix strict mode properties access issue.,Romick2005,2,0,0
5151,feat: export mergeConfig,kevincennis,3,0,1
5148,fix: Don't flatten AxiosHeader instance,noah19846,1,0,0
5146,feat(adapters): add `fetch` adapter,sgammon,110,17,3
5141,chore: Update packages,Jaykingamez,1,0,0
5139,fix: exception to sending formdata in webworker,0x30,0,0,1
5137,markdown list format for release 1.1.3,adrien-may,0,0,2
5136,fix:  error of importing files in lib directory,Hika1149,6,0,0
5135,Create balancedparanthesis,purnima1311,0,0,1
5132,Create stack.java,mohdraheez,0,0,0
5129,feat: add skipNulls flag to SerializerOptions,hienngm,3,0,0
5128,Create hello.cpp,rupajsen,2,0,1
5127,axios,shivendoodeshmukh,6,0,0
5123,fix(helpers): gracefully handle invalid parameters in isURLSameOrigin,Tbhesswebber,3,1,1
5119,docs: Update Resources links in README,w3bdesign,1,1,3
5116,Update get/index.html,eltociear,0,0,1
5113,Added custom params serializer support;,DigitalBrainJS,9,2,3
5110,Remove RawAxiosHeaders from Partial<>,bobvandevijver,1,0,0
5109,Keep top-level export same with static properties,littledian,0,0,1
5108,Fix: Don't add null values to query string. ,ChronosMasterOfAllTime,7,0,1
5105,Fix decompression error on HEAD request,dergecko,4,1,3
5104,fix problem with named export `axios`,akphi,7,1,3
5103,fix: added `AxiosHeaders` in `AxiosHeaderValue`,slmnsh,0,0,1
5098,Fixed accessibility issues,saksham0103,0,0,0
5097,fix: restore proxy config backwards compatibility with 0.x,patrick-petrovic,0,0,1
5096,[typing] move AxiosStatic#create to AxiosInstance#create,Gerhut,17,2,5
5090,fix: support existing header instance as argument,lohart13,7,1,5
5087,Delete UPGRADE_GUIDE.md,vpontis,2,0,0
5085,Fixed handling of array values for AxiosHeaders;,DigitalBrainJS,1,1,3
5084,Added progress capturing & rate limiting sections to the docs;,DigitalBrainJS,0,1,2
5077,Add Zodios to ecosystem,ecyrbe,0,0,0
5076,Add Zodios to ecosystem,ecyrbe,0,0,0
5071,Fixed type definition of use method on AxiosInterceptorManager to match the the README,amitsainii,4,0,2
5069,fix: disable example /get bug. 'require is not defined',SoraY677,3,0,0
5066,fix: export AxiosError at top-level,haneenmahd,1,1,2
5061,chore: update issue template,FelixLgr,0,0,3
5060,pin CDN install instructions to a specific version,phryneas,0,0,1
5057,Export classes from type definition (#5031),wai-ti8m,1,0,0
5054,docs: fixing comments typo,itsarvindh,1,0,2
5051,Fix typescript set-cookie header type,krylovaaleksandra,1,0,0
5050,Fix: typescript set-cookie header type,krylovaaleksandra,0,0,0
5046,"chore: match badge style, add link to them",scarf005,1,0,1
5042,Fixed module export;,DigitalBrainJS,0,0,0
5037,Add support for HTTPS over HTTP on Node.js,patrick-petrovic,12,3,5
5036,fix: Unable to access response headers when using axios 1.x with jest #5017,risa,0,0,1
5030,Fix commonjs & umd exports,ivanpepelko,3,0,1
5025,chore: add sideEffects false to package.json,me4502,0,0,0
5022,fix: removing multiple/trailing/leading whitespaces,ovarn,2,0,1
5021,Make GenericAbortSignal interface more generic :),DigitalBrainJS,0,0,1
5018,Fixed query params composing;,DigitalBrainJS,2,0,1
5010,"fix(type): add ""clear"" to AxiosInterceptorManager",s-sasaki-0529,0,0,1
5003,fix: exporting missing exports in type definition `index.d.ts`,trim21,4,0,0
4993,Using Logo Axios in Readme.md,raihan71,1,0,1
4991,Update index.js,ivanalrasyid,0,0,0
4990,Update client.html,Aagam-Doshi,0,0,0
4987,New branch,shagunZ,0,0,0
4985,Mergeree,EclipsesDev,0,0,0
4984,Update README.md,turkwr,0,0,0
4980,chore(deps): bump actions/stale from 5 to 6,dependabot,0,0,0
4970,docs: enable syntax highlighting for a code block,huyenltnguyen,0,0,1
4969,fix: exception to sending formdata in webworker,0x30,0,0,0
4961,Allow null indexes on formSerializer and paramsSerializer v0.x,WillianAgostini,2,0,1
4960,Allow null indexes on formSerializer and paramsSerializer,WillianAgostini,0,0,1
4957,RECOMMENDED: Sync instead of awaiting for async,mskashef,1,0,0
4956,Add types for AxiosError.from-method,phloose,4,0,0
4949,Removed unused imports,lpizzinidev,0,0,1
4945,Update ECOSYSTEM.md,Keith-Hon,1,0,0
4942,Fix: typo in readme,usman250994,0,0,1
4941,docs: fix Gitpod dead link,kingyue737,0,0,1
4934,Improve typing of timeout in index.d.ts,mrcwbr,0,0,1
4927,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,0,1,4
4926,fix: [Types] Type of header in AxiosRequestConfig / for Axios.create is incorrect,WillianAgostini,0,0,0
4922,fix: include config on new CancelledError,arthurfiorette,4,0,1
4917,fix: modify log while request is aborted,mori5321,5,0,2
4916,fix: modify log while request is aborted,mori5321,0,0,0
4914,fix: removed unused imports,Parth0105,0,0,1
4905,"fix: Axios Response with wrong ""unknown"" data property type",ArthurPedroti,2,0,0
4903,feat: add enum containing Http Status Codes to typings.,mia-z,0,0,1
4902,"fix: ts AxiosRequestConfig - cancelToken optional, url required",yuzhva,1,0,0
4900,fix: fix types of paramsSerializer,meteorlxy,1,0,0
4897,docs(ecosystem/general),imjuni,1,0,0
4884,Fix TypeScript exports,remcohaszing,0,0,1
4882,docs: changed href links from master to main,WillianAgostini,0,0,0
4880,fix: error __dirname is not defined,sharmahappy654,1,0,0
4875,chore: simplify the import path of AxiosError,chentsulin,0,0,1
4874,Require interceptors to return values,jennings,0,0,1
4872,chore(deps): bump terser from 4.8.0 to 4.8.1,dependabot,0,0,0
4871,fix: loosing request header (#4858),WillianAgostini,0,0,1
4868,feat: Add ability to use URL objects a la fetch API.,avoliva,2,1,2
4862,Typings: SerializerOptions.indexes allows `boolean | null | undefined`,gfoidl,1,0,1
4857,fix: the error of calling extend to pass parameters #4844,techbirds,0,0,0
4856,chore:  fix example access exception,techbirds,2,1,1
4855,chore:  fix example access exception,techbirds,0,0,0
4854,chore: remove unnecessary spaces,techbirds,2,0,0
4853,"Fix typo and formatting, add colons",karlhorky,1,0,1
4852,Use WHATWG URL API instead of url.parse(),felipedamin,0,0,0
4850,Fix deleting content-type in get request,AbdlrahmanSaberAbdo,2,0,0
4829,chore: migrate to typescript,okxiaoliang4,1,0,0
4825,Fix markup for note in README,lyrixx,1,0,1
4820,fix(adapters/http): remove repeated compression algorithm from header,basselworkforce,0,0,1
4819,Fixed a regression bug with unsubscribing from cancel token & signal inside http adapter;,DigitalBrainJS,0,0,1
4818,fix type error and remove 'R',hcwhan,1,0,0
4817,Removed the Internet explorer image from README.md since its out of market,xasterKies,1,0,0
4815,fix type error,hcwhan,1,0,0
4814,feat: brower platform add data protocol.,0x30,0,0,0
4813,Axios response headers may be `undefined`,gprst,0,0,0
4805,Fixed missed minified builds;,DigitalBrainJS,0,0,0
4804,feat: brower platform add `data` protocol.,0x30,1,0,0
4801,chore(deps): bump actions/dependency-review-action from 1 to 2,dependabot,0,0,0
4798,chore(deps): bump actions/setup-node from 2 to 3,dependabot,0,0,0
4797,chore(deps): bump actions/stale from 3 to 5,dependabot,0,0,0
4796,chore(deps): bump actions/checkout from 2 to 3,dependabot,0,0,0
4795,"Revert ""Fix #4440, #3549 - Request ignores false, 0 and '' as body values""",jasonsaayman,0,0,0
4791,refactor: increase code readability,D-Freitas,0,3,6
4790,Add clear method to the type def of inteceptor manager,othree,0,0,0
4788,fix: delete redundant code,fengyangfifa,0,0,1
4787,Axios ES2017,DigitalBrainJS,1,1,2
4786,"Fix #4440, #3549 - Request ignores false, 0 and '' as body values (v0.x)",visortelle,1,0,0
4785,"Fix #4440, #3549 - Request ignores false, 0 and '' as body values (v1.x)",visortelle,0,0,0
4784,update security.md,psmoros,0,0,0
4782,"Fix #4440, #3549 - Request ignores false, 0 and '' as body values",visortelle,5,0,0
4772,"Added progress capturing support, data rate limiting and aborting the response stream in node.js env;",DigitalBrainJS,0,0,0
4771,chore(deps): Included dependency review,naveensrinivasan,0,0,0
4770,chore: Included githubactions in the dependabot config,naveensrinivasan,0,0,0
4769,chore: sync branches,jasonsaayman,0,0,0
4767,Add resource section,fboeller,0,0,0
4765,chore: Set permissions for GitHub actions,neilnaveen,0,0,0
4764,Bump eventsource from 1.1.0 to 1.1.1,dependabot,0,0,0
4756,Update base with master,jasonsaayman,0,0,0
4755,Update base with master,jasonsaayman,0,0,0
4754,Update base with master,jasonsaayman,0,0,0
4753,Refactored axios headers helpers to the AxiosHeaders class;,DigitalBrainJS,0,0,0
4752,CI updates,jasonsaayman,0,0,0
4751,Update v2.x branch to align with v1.x,jasonsaayman,0,0,0
4750,Update v1.x branch with proposed release changes,jasonsaayman,0,0,0
4745,Fixing content-type header repeated,joaoGabriel55,1,0,0
4743,Bump grunt from 1.5.2 to 1.5.3,dependabot,0,0,0
4742,Updated Docs;,DigitalBrainJS,0,0,0
4739,types: improve interceptors axios response type,MogLuiz,1,0,0
4738,Fix/4737/timeout error message for http,VictorAugDB,1,0,0
4736,types: impove types,okxiaoliang4,2,0,0
4735,Added `axios.formToJSON` method;,DigitalBrainJS,4,0,0
4734,URL params serializer;,DigitalBrainJS,1,0,0
4731,Fix/4263/maxbodylength defaults,mitsos1os,1,0,0
4728,Fixed bug #4727 : toFormData Blob issue on node>v17;,DigitalBrainJS,2,0,0
4725,Added data URL support for node.js;,DigitalBrainJS,1,0,0
4722,Updated eslint config;,DigitalBrainJS,1,0,0
4721,Added the ability for the `url-encoded-form` serializer to respect the `formSerializer` config;,DigitalBrainJS,1,0,0
4718,Fixed `AxiosError` stack capturing;,DigitalBrainJS,4,0,0
4717,Fixed `AxiosError` status code type;,DigitalBrainJS,0,0,0
4715,Allow webpack users to overwrite buildins,KyorCode,1,0,0
4714,Added automatic payload serialization to `application/x-www-form-urlencoded`,DigitalBrainJS,3,0,0
4711,Adding `Canceler` parameters config and request,aweikalee,0,0,0
4708,Fixing proxy beforeRedirect regression,mbargiel,0,0,0
4704,Added enhanced `toFormData` implementation with additional options,DigitalBrainJS,5,0,0
4701,Fixing Z_BUF_ERROR when no content,lejahmie,4,0,0
4699,"Revert ""The content type option is left to the developer""",jasonsaayman,0,0,0
4687,Update SECURITY.md,JamieSlome,1,0,0
4678,Added `blob` to the list of protocols supported by the browser;,DigitalBrainJS,0,0,0
4675,Adding types for progress event callbacks,JohannCooper,1,0,0
4673,Bump follow-redirects from 1.14.9 to 1.15.0,davecardwell,1,0,0
4668,Added generic TS types for the exposed `toFormData` helper;,DigitalBrainJS,1,0,0
4665,Make AxiosError.config optional in the type definition,tusbar,0,0,0
4659,Include request and config when creating a `CanceledError`.,arthurfiorette,5,1,7
4656,Removed incorrect argument for NetworkError constructor;,DigitalBrainJS,0,0,0
4654,fix(type): add AxiosError to AxiosStatic,michael-land,2,0,2
4649,Fix grammar in README,danmooney,1,0,1
4642,Fixing FormData content-type handling in XHR,philBrown,2,0,0
4641,Disabled WebPack auto importing plugin to avoid unnecessary imports;,DigitalBrainJS,1,0,0
4640,Fixed FormData posting in browser environment by reverting #3785;,DigitalBrainJS,0,1,2
4639,Enhanced protocol parsing implementation to fix #4633;,DigitalBrainJS,0,0,0
4624,Updating AxiosError to include stack trace,despreston,4,0,5
4615,Bump async from 2.6.3 to 2.6.4,dependabot,0,0,0
4603,Adding Generics to AxiosInstance,tgshell,1,0,0
4599,Update README.md,yxwzaxns,0,0,2
4596,Replaced Webpack in favor of Rollup.,DigitalBrainJS,3,0,0
4594,Removed import of `url` module in browser build due to huge size overhead…,DigitalBrainJS,3,1,2
4591,📝 update README.md,xbsheng,0,0,0
4590,Emphasize the URLSearchParam built-in interface,tredondo,0,0,1
4587,opt: opt judgment code of cancel,zh-lx,0,0,1
4580,Adding HTTP status code for transformResponse,kaishuu0123,3,1,2
4574,Bump minimist from 1.2.5 to 1.2.6,dependabot,0,0,0
4572,docs(index.d.ts): add interceptor handles ts declare and customConfig…,lichenbuliren,2,1,1
4567,Fix reuse socket wrt to proxy,arontsang,2,0,0
4566,Bump minimist from 1.2.5 to 1.2.6,dependabot,0,0,0
4562,follow-redirects to ^1.14.9,Ginxo,3,0,0
4557,Fixing instance.defaults.headers type,spalger,1,1,2
4551,Fixing wrong link in changelog,mkusaka,1,0,0
4550,The content type option is left to the developer,L-Hknu,4,0,0
4549,The content type option is left to the developer,L-Hknu,2,0,0
4544,don't need to transform arguments to array,baozouai,0,0,0
4532,fix url to defaults.js,sashsvamir,0,0,1
4528,Improved FormData support; (#4448),jasonsaayman,0,0,0
4517,#4412 Fix FormData detection.,Romick2005,5,0,0
4516,Feat/circular deps (#4515),jasonsaayman,0,0,0
