number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
4306,[Cherry Pick] Improve [Utils] Check Vision Model,H0llyW00dzZ,2024-03-15T02:40:09Z,2024-03-19T09:45:58+00:00,1,103.1
4310,fix: add a method to detect vision model,wayoungofustc,2024-03-15T04:19:35Z,2024-04-29T21:09:36+00:00,6,1096.83
4316,"Modify the default value of ""safety_setting_gemini""",daiaji,2024-03-15T12:47:32Z,2024-03-26T07:52:05+00:00,1,259.08
4363,Fixing Dollar Sign Escape,Algorithm5838,2024-03-21T05:36:14Z,2024-03-26T05:18:07+00:00,12,119.7
4393,"bugfix: Delete the escapeDollarNumber function, which causes errors i…",Dean-YZG,2024-03-26T03:54:43Z,2024-10-06T04:41:03+00:00,1,4656.77
4480,feat: Solve the problem of using openai interface protocol for user-d…,Dean-YZG,2024-04-09T12:50:52Z,2024-04-10T01:26:22+00:00,6,12.59
4496,fix: `Invalid URL` thrown during WebDAV sync,SakuraKoi,2024-04-11T07:19:31Z,2024-04-16T06:04:56+00:00,3,118.76
4523,Clean up some models and `max_tokens` will synchronize model data,RubuJam,2024-04-15T10:39:16Z,2024-04-15T11:48:40+00:00,1,1.16
4540,chore: summarization logic regarding Anthropic,Illusion2-1,2024-04-18T14:32:38Z,2024-04-30T18:18:25+00:00,2,291.76
4582,sync fork,yjding,2024-04-29T01:30:24Z,2024-07-02T16:07:47+00:00,1,1550.62
4623,test,JqDd3ozwcZn5Gc69rCAa,2024-05-06T07:49:43Z,2024-05-11T13:33:09+00:00,1,125.72
4671,Chore fix,Dean-YZG,2024-05-13T09:56:10Z,2024-05-16T06:51:06+00:00,1,68.92
4674,support gpt-4o,leo4life2,2024-05-13T21:29:44Z,2024-05-14T06:36:24+00:00,1,9.11
4748,"修复自定义模型与预设模型名重复时,无法正确将自定义模型认定为openai渠道的bug",imaiya,2024-05-21T07:50:16Z,2024-07-05T07:21:43+00:00,5,1079.52
4771,fix: make env PROXY_URL avaliable in Docker container.,yangxiang92,2024-05-24T09:52:47Z,2024-05-27T08:16:18+00:00,1,70.39
4782,Fix web url,josephrocca,2024-05-27T02:31:36Z,2024-07-01T11:18:23+00:00,2,848.78
4791,Update sidebar.tsx,opvip888,2024-05-28T12:21:13Z,2024-07-02T16:10:42+00:00,1,843.82
4793,1,1428539625,2024-05-29T02:31:20Z,2024-07-02T16:05:33+00:00,1,829.57
4800,合并,chenjiarong123,2024-05-31T01:23:25Z,2024-07-02T16:00:31+00:00,1,782.62
4801,Fix Google gemini  BASE_URL bug,openmynet,2024-05-31T03:57:02Z,2024-07-25T13:15:43+00:00,1,1329.31
4815,support one-click fetch available models in OpenAI Channel,code-october,2024-06-04T13:39:42Z,2024-08-13T07:31:25+00:00,2,1673.86
4823,Update settings.tsx CustomModel Disable,Igroshka,2024-06-06T14:39:21Z,2024-06-07T09:03:49+00:00,4,18.41
4826,Add new Teracloud domain,junxian-li-hpc,2024-06-06T19:29:29Z,2024-06-07T09:03:36+00:00,1,13.57
4832,Update sidebar.tsx,myfan191314,2024-06-09T01:37:23Z,2024-07-02T16:18:39+00:00,1,566.69
4841,fix someone forgot to update license year to 2024,ImBIOS,2024-06-14T01:45:16Z,2024-06-24T06:35:11+00:00,2,244.83
4847,add google api safety settings by Settings page,yeung66,2024-06-15T05:29:02Z,2024-07-19T15:41:04+00:00,6,826.2
4850,chore(app/layout.tsx): fix deprecated viewport nextjs 14,ImBIOS,2024-06-16T03:18:08Z,2024-07-05T16:06:44+00:00,2,468.81
4855,fix: language code mappings to ensure correct associations,DDDDD12138,2024-06-18T06:28:34Z,2024-07-04T06:39:39+00:00,1,384.18
4858,feat: auto update window color,justypist,2024-06-19T04:54:35Z,2024-07-18T04:41:25+00:00,5,695.78
4868,...,JamesFincher,2024-06-20T22:37:09Z,2024-06-24T06:41:53+00:00,2,80.08
4869,feat: support model claude-3-5-sonnet-20240620,hengstchon,2024-06-21T10:30:00Z,2024-06-24T06:20:35+00:00,1,67.84
4895,Entraid integration,anujsingharvato,2024-06-27T09:04:39Z,2024-06-27T11:01:00+00:00,1,1.94
4901,拉取,QQHKX,2024-06-30T03:38:32Z,2024-07-01T11:30:01+00:00,1,31.86
4903,Fix claude get headers,lloydzhou,2024-07-01T10:27:18Z,2024-07-03T02:57:49+00:00,3,40.51
4906,gemini using real sse format response #3677 #3688,lloydzhou,2024-07-01T13:24:34Z,2024-07-03T02:58:27+00:00,3,37.56
4915,readme 添加 DEFAULT_MODEL 参数,unknown,2024-07-03T02:18:11Z,2024-07-03T07:18:24+00:00,4,5.0
4922,refactor: get language,lloydzhou,2024-07-04T05:24:38Z,2024-07-04T09:18:42+00:00,3,3.9
4923,Refactor model table,lloydzhou,2024-07-04T07:44:59Z,2024-07-04T13:04:43+00:00,5,5.33
4925,Feature/azure,Dogtiti,2024-07-04T15:03:13Z,2024-07-05T13:38:55+00:00,10,22.59
4926,fix: 修复环境变量BASE_URL设置为Cloudflare AI Gateway时，,evansuner,2024-07-05T01:27:07Z,2024-07-12T05:17:40+00:00,1,171.84
4930,support azure deployment name,lloydzhou,2024-07-05T12:16:20Z,2024-07-06T02:50:33+00:00,9,14.57
4933,Improve tw Traditional Chinese locale,PeterDaveHello,2024-07-05T16:49:05Z,2024-07-12T11:01:05+00:00,3,162.2
4934,feat: optimize getHeaders,Dogtiti,2024-07-06T03:16:14Z,2024-07-06T12:08:16+00:00,2,8.87
4935,feat: add getClientApi method,Dogtiti,2024-07-06T03:28:53Z,2024-07-06T12:07:00+00:00,2,8.64
4936,feat: support baidu model,Dogtiti,2024-07-06T05:05:35Z,2024-07-09T08:45:46+00:00,12,75.67
4937,Merge into my version,lwhere,2024-07-06T05:26:57Z,2024-07-06T06:29:41+00:00,1,1.05
4939,Feature/byte dance,Dogtiti,2024-07-06T15:00:23Z,2024-07-09T13:48:22+00:00,10,70.8
4941,Update vision model check in utils.ts,wolf-joe,2024-07-07T12:24:25Z,2024-07-25T15:21:28+00:00,4,434.95
4942,feat: qwen,Dogtiti,2024-07-07T14:00:55Z,2024-07-09T13:51:16+00:00,6,47.84
4953,"hotfix: old AZURE_URL config error: ""DeploymentNotFound"". #4945 #4930",lloydzhou,2024-07-08T16:32:48Z,2024-07-09T06:52:27+00:00,4,14.33
4960,Update constant.ts,inter0925,2024-07-09T10:03:29Z,2024-07-12T10:38:52+00:00,8,72.59
4968,hotfix Gemini finish twice. #4955 #4966,lloydzhou,2024-07-10T11:00:21Z,2024-07-10T12:19:29+00:00,2,1.32
4971,change build messages for qwen in client,lloydzhou,2024-07-10T16:49:35Z,2024-07-11T02:25:39+00:00,4,9.6
4979,support cloudflare ai gateway,lloydzhou,2024-07-12T04:01:00Z,2024-07-12T11:12:46+00:00,2,7.2
4982,feat(model): remove deprecated models,RubuJam,2024-07-12T05:57:24Z,2025-01-17T10:05:25+00:00,7,4540.13
4983,[Feature] Stable Diffusion,lloydzhou,2024-07-12T08:22:32Z,2024-07-25T11:13:37+00:00,15,314.85
4984,chore: add chinese template,RubuJam,2024-07-12T08:27:12Z,2024-07-15T03:51:23+00:00,3,67.4
5012,feat(sidebar): add SIDEBAR_TITLE and SIDEBAR_SUBTITLE config for cust…,kiritoko1029,2024-07-15T03:23:52Z,2024-07-15T07:26:21+00:00,3,4.04
5025,fix typo in app/components/chat.tsx,jiangying000,2024-07-16T06:37:23Z,2024-07-16T08:13:07+00:00,2,1.6
5033,doc: fix Azure docs,arloor,2024-07-17T01:19:11Z,2024-07-18T13:07:00+00:00,2,35.8
5035,chore: remove unused imports and correct typos,DDDDD12138,2024-07-17T02:34:28Z,2024-07-18T13:05:53+00:00,4,34.52
5036,chore: update .env.template to align with README.md,DDDDD12138,2024-07-17T03:26:24Z,2024-07-17T14:55:49+00:00,1,11.49
5040,update constant for baidu  add ENIRE Speed  ENIRE Lite model,consistent-k,2024-07-17T09:02:24Z,2024-07-17T11:05:32+00:00,4,2.05
5041,scrollbar width change,DDMeaqua,2024-07-17T10:18:07Z,2024-07-17T12:09:43+00:00,1,1.86
5045,refactor: google,Dogtiti,2024-07-17T12:07:20Z,2024-07-19T02:19:05+00:00,2,38.2
5046,Add Traditional Chinese prompts converted from Simplified Chinese version,PeterDaveHello,2024-07-17T14:40:07Z,2024-07-19T02:54:54+00:00,3,36.25
5049,修改中英文 README，修复 Azure OpenAI 文档的误导和一些用语用词的小问题等,Sha1rholder,2024-07-17T19:38:58Z,2024-07-19T07:27:57+00:00,3,35.82
5054,chore: update nav link to #企业版,Leizhenpeng,2024-07-18T15:25:31Z,2024-07-19T01:51:32+00:00,2,10.43
5057,Add GPT-4o mini support,PeterDaveHello,2024-07-18T19:22:57Z,2024-07-19T01:48:48+00:00,2,6.43
5061,using cache storage store image data #5013,lloydzhou,2024-07-19T05:53:27Z,2024-07-19T09:37:14+00:00,6,3.73
