number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
680,Update English translations,s-kk,2020-04-14T14:00:33Z,2020-04-14T16:52:05+00:00,17,2.86
1607,修复qq登录,whp98,2021-05-29T15:34:26Z,2021-05-30T08:07:48+00:00,1,16.56
1754,Fix autorun,Yurunsoft,2021-08-23T00:50:17Z,2021-09-29T12:10:34+00:00,1,899.34
2841,C# language usage improvements,EdiWang,2022-12-04T05:40:58Z,2022-12-09T12:43:52+00:00,1,127.05
3530,#3513 改变 Notify Icon 的响应方式,kingsznhone,2023-03-20T14:34:36Z,2023-03-22T02:29:48+00:00,1,35.92
3756,use WaitAsync for Timeout,MohammadHadi2031,2023-04-24T14:15:21Z,2023-04-25T02:03:40+00:00,1,11.81
4123,繁体字典添加,michael-eddy,2023-07-24T02:58:51Z,2023-07-30T03:08:24+00:00,5,144.16
4222,Update Project and Libraries to .Net 7,aliajboy,2023-08-28T09:48:04Z,2023-09-30T10:42:44+00:00,2,792.91
4287,Use a switch,MichaelHinrichs,2023-09-25T15:11:12Z,2023-11-10T07:03:03+00:00,2,1095.86
4849,Enhanced custom profile #4745 #4723,alireza0,2024-03-16T17:25:40Z,2024-03-23T01:29:39+00:00,2,152.07
5377,fix: add real delay test for custom config,M03ED,2024-07-18T08:41:38Z,2024-07-21T03:44:12+00:00,1,67.04
5639,Update ResUI.zh-Hans.resx,justwho,2024-09-04T02:27:37Z,2024-09-16T05:45:58+00:00,1,291.31
6027,Update Configuration to Optimize,thttg,2024-11-08T17:37:40Z,2024-11-09T01:28:10+00:00,1,7.84
6094,更改为System.Text.Json:,anonchihaya0908,2024-11-17T07:25:58Z,2024-11-17T09:10:17+00:00,1,1.74
6227,Update persian translation,unknown,2024-12-05T13:12:02Z,2024-12-06T01:38:56+00:00,1,12.45
6461,Modify the macos build script,Lyxot,2025-01-08T15:46:41Z,2025-01-09T02:21:07+00:00,1,10.57
6900,Fix server deduplicaiton failure,averylynnn,2025-03-12T03:32:09Z,2025-03-13T12:11:10+00:00,2,32.65
7105,Add accessibility labels to improve screen reader support,rezabakhshilaktasaraei,2025-04-11T00:27:42Z,2025-04-11T01:28:34+00:00,2,1.01
7110,fix dns leak,DHR60,2025-04-11T14:26:40Z,2025-04-12T02:00:18+00:00,1,11.56
7113,Fix xray wireguard chained proxies not working,DHR60,2025-04-12T04:59:18Z,2025-04-12T11:03:34+00:00,5,6.07
7119,Enhance Accessibility in MainWindow and MsgView,rezabakhshilaktasaraei,2025-04-13T18:57:27Z,2025-04-15T01:57:36+00:00,4,31.0
7199,"Improve Accessibility in StatusBarView and ProfilesView, Update Package Versions",rezabakhshilaktasaraei,2025-04-27T16:34:26Z,2025-04-28T07:25:58+00:00,2,14.86
7233,Fix DNS,DHR60,2025-05-03T08:28:54Z,2025-05-04T09:28:57+00:00,8,25.0
7327,Update LICENSE,1411430556,2025-05-22T07:20:54Z,2025-05-28T12:04:12+00:00,1,148.72
7342,Revision of the Russian translation,aleksandr-miheichev,2025-05-24T15:16:11Z,2025-05-28T12:03:51+00:00,9,92.79
7658,Unix platform elevation enhancements v2,maximilionus,2025-07-27T16:44:43Z,2025-07-29T11:28:09+00:00,1,42.72
7891,Profiles Select Window,DHR60,2025-09-06T12:19:33Z,2025-09-07T10:58:59+00:00,4,22.66
7919,Add global fakeip and fakeip filter,DHR60,2025-09-10T04:41:56Z,2025-09-13T06:55:31+00:00,2,74.23
7989,Fix node domain resolving in TUN mode,wydy,2025-09-20T16:29:14Z,2025-09-21T02:55:31+00:00,1,10.44
8024,Update CoreManager.cs Plan A,xujiegb,2025-09-24T23:33:53Z,2025-09-26T05:59:25+00:00,5,30.43
