number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
57,Add XXE inside SVG,ajdumanhug,2019-03-23T19:30:38Z,2019-03-23T22:02:32+00:00,2,2.53
146,Update TTY shell command for python,mzfr,2020-01-10T12:28:04Z,2020-01-17T16:11:46+00:00,1,171.73
239,Update Linux - Persistence.md,zero77,2020-09-02T09:43:34Z,2020-09-23T15:30:32+00:00,1,509.78
246,Update PHP.md,wuvel,2020-09-25T02:44:12Z,2020-09-25T11:30:13+00:00,1,8.77
248,Updated Responder link and added InveighZero,c-nagy,2020-10-02T04:41:48Z,2020-10-02T08:31:13+00:00,3,3.82
253,Use cloudflared to expose internal services,yoavbls,2020-10-03T20:15:44Z,2020-10-09T08:34:27+00:00,1,132.31
254,Added traversal bypass of nginx/alb,irotem,2020-10-04T09:47:07Z,2020-10-04T12:18:07+00:00,1,2.52
265,updated web based gmap api scanner,Anugrahsr,2020-10-13T16:37:09Z,2020-10-15T10:01:16+00:00,3,41.4
288,TWITTER.md added,m-boll,2020-11-03T10:41:28Z,2020-11-03T11:57:54+00:00,1,1.27
296,Fix table of contents,brnhrd,2020-12-02T13:21:02Z,2020-12-07T16:21:03+00:00,2,123.0
316,Create python-package.yml,alessandroraybann,2020-12-26T21:33:35Z,2021-01-13T09:25:57+00:00,1,419.87
348,Update Reverse Shell Cheatsheet.md,pswalia2u,2021-03-28T13:28:25Z,2021-04-26T08:05:59+00:00,2,690.63
388,Adds Lessjs injections,jeremybuis,2021-07-06T14:37:18Z,2021-07-16T16:54:48+00:00,7,242.29
396,Add missing link and add ReverseSSH to Reverse Shell Cheatsheet,Fahrj,2021-07-19T21:15:12Z,2021-11-08T16:08:52+00:00,1,2682.89
408,Adding extra information about API key,SanieGoh,2021-07-31T03:32:27Z,2021-07-31T09:24:36+00:00,1,5.87
412,Replace the web.config with the far better version web.web.config,A1vinSmith,2021-08-09T10:59:16Z,2021-12-08T20:53:34+00:00,1,2913.91
445,Delete unused import,NirLevy98,2021-10-16T08:34:56Z,2021-11-07T20:16:37+00:00,1,539.69
447,Update XXE Injection,mschader,2021-10-18T08:13:55Z,2021-10-18T10:39:53+00:00,2,2.43
460,Update XSS README.md & Update Race Condition README.md,idealphase,2021-11-10T15:43:43Z,2022-04-19T09:34:19+00:00,1,3833.84
462,Update README.md,an4kein,2021-11-23T17:05:58Z,2022-04-18T19:02:50+00:00,1,3505.95
482,[update] Angular XSS payload,kz-cyber,2022-02-23T15:22:10Z,2022-04-18T19:01:44+00:00,1,1299.66
483,added Groovy EL section,0x-nope,2022-03-04T16:41:10Z,2022-04-20T08:13:41+00:00,2,1119.54
484,Update README.md,viston03,2022-03-08T09:35:53Z,2022-04-18T18:59:35+00:00,1,993.39
485,SSRF: Don't encode entire IP,ajdumanhug,2022-03-12T17:31:39Z,2022-09-06T21:15:20+00:00,1,4275.73
486,import os,nerrorsec,2022-03-24T06:09:47Z,2022-04-18T18:58:40+00:00,1,612.81
491,Add XSS document blacklist bypass,Ooggle,2022-04-09T10:56:05Z,2022-04-18T18:59:20+00:00,1,224.05
514,Update CORS POC,somebodyoncetoldme207,2022-07-16T03:22:26Z,2022-08-18T03:59:31+00:00,1,792.62
518,new technique for bypassing user-agent restriction,HellishPn,2022-08-02T11:30:50Z,2022-09-10T17:52:00+00:00,1,942.35
566,Merge AWSome Pentesting into Cloud - AWS Pentest,pop3ret,2022-10-06T16:44:11Z,2022-10-11T09:24:21+00:00,1,112.67
610,Typo corrections in PostgreSQL Injection.md,somebodyoncetoldme207,2023-01-04T05:04:30Z,2023-02-18T21:23:53+00:00,1,1096.32
740,Fixed spelling errors in README.md,clintaire,2024-09-16T10:49:59Z,2024-09-16T12:01:35+00:00,1,1.19
763,Update Python deserialization documentation and add unit test,lshep-bf,2025-01-20T22:42:01Z,2025-08-13T15:51:50+00:00,1,4913.16
779,Add support for `||` (concatenation) operator in PostgreSQL for time based SQL injection,florianamette,2025-05-22T09:44:52Z,2025-05-22T20:32:26+00:00,1,10.79
788,Fix: Enable mdx_truly_sane_lists in mkdocs.yml,Fayeblade1488,2025-08-03T19:20:05Z,2025-08-13T18:34:24+00:00,2,239.24
789,refinements ,Fayeblade1488,2025-08-05T05:10:26Z,2025-08-13T18:41:05+00:00,1,205.51
