number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
411,Make image black / white depending on light mode,couleurm,2023-12-29T12:54:49Z,2025-09-01T22:38:44+00:00,2,14697.73
415,weleakinfo not exists anymore,Mte90,2024-01-31T10:34:55Z,2024-05-07T10:15:06+00:00,1,2327.67
423,Update README.md: Added netcat oneliners for audio/video calls and colored chat,ErezBinyamin,2024-03-27T22:34:53Z,2025-04-06T17:21:52+00:00,11,8994.78
425,Update README.md,NocturnalKing,2024-04-10T10:25:44Z,2024-05-09T18:55:43+00:00,7,704.5
431,Update deprecated resource,Mathu-lmn,2024-05-25T11:36:08Z,2025-05-24T12:43:10+00:00,29,8737.12
433,Create SECURITY.md,kiseCrow,2024-06-15T14:48:36Z,2024-06-20T06:34:17+00:00,4,111.76
439,docs: update README.md,eltociear,2024-07-31T18:24:12Z,2025-08-20T17:38:42+00:00,8,9239.24
440,Remove weleakinfo as it is no longer available.,odczik,2024-08-01T08:13:32Z,2024-08-01T12:32:29+00:00,1,4.32
443,fix grammar errors,bigtendons8,2024-08-05T06:53:11Z,2024-08-13T07:35:06+00:00,3,192.7
444,Create Infinity.json,EvanMichael99,2024-08-10T06:52:48Z,2024-08-29T00:35:59+00:00,3,449.72
452,Added Hudson Rock to Passwords and Geeky Vendor Blogs,hudsonrock-partnerships,2024-12-22T13:04:14Z,2025-06-11T03:00:16+00:00,6,4093.93
467,Create SECURITY.md,Trickskeee3013,2025-03-26T14:39:51Z,2025-04-10T07:03:44+00:00,27,352.4
472,Adding Komodo IDE to the list,Vausly,2025-05-10T03:23:15Z,2025-06-21T13:16:24+00:00,4,1017.89
487,Update README.md,vik-codes,2025-07-19T14:50:51Z,2025-08-31T07:23:00+00:00,3,1024.54
489,Update README.md,vik-codes,2025-07-29T16:30:22Z,2025-08-31T07:22:36+00:00,6,782.87
