number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
10,Fix typo in Study Guide section,luisbg,2017-03-09T10:50:34Z,2017-03-10T00:36:12+00:00,1,13.76
11,Fix typo - lobsided -> lopsided,Jamstah,2017-03-09T14:21:29Z,2017-03-10T00:37:40+00:00,1,10.27
13,Add Dyn DDoS attack link,iamsidshetty,2017-03-10T04:30:56Z,2017-03-11T02:07:51+00:00,1,21.62
14,Fix multiple typos,Gaafar,2017-03-10T07:53:56Z,2017-03-11T02:06:35+00:00,1,18.21
23,Fix #6: Migrate links from exercises/solutions to use internal links,baldassarreFe,2017-03-16T22:49:05Z,2017-03-19T19:23:03+00:00,1,68.57
24,"Delete duplicate word ""does"" in design exercises",balki-server,2017-03-18T04:17:42Z,2017-03-18T15:37:17+00:00,1,11.33
25,Fix typo JSS -> JS,jxub,2017-03-18T16:45:40Z,2017-03-19T19:24:13+00:00,1,26.64
26,Declare variable key in the get_user example,RoxasShadow,2017-03-19T22:54:10Z,2017-03-21T11:39:11+00:00,1,36.75
29,Fix typo,ralphite,2017-03-22T16:44:21Z,2017-03-23T02:53:16+00:00,2,10.15
33,Fix typos,ralphite,2017-03-23T22:30:10Z,2017-03-24T02:42:03+00:00,1,4.2
34,change the service discovery documenation example to use consul/etcd,mad01,2017-03-24T11:32:50Z,2017-03-26T17:02:10+00:00,2,53.49
35,Explain difference between PUT & PATCH,jpcaparas,2017-03-25T22:50:04Z,2017-03-29T10:19:15+00:00,1,83.49
36,"Update service discovery section to include consul, etcd, and additional details",donnemartin,2017-03-26T16:58:09Z,2017-03-28T11:45:13+00:00,3,42.78
50,Change AP wording for clarity,zanemayo,2017-04-04T08:27:14Z,2017-04-04T09:56:39+00:00,1,1.49
62,zh-cn: Add Simplified Chinese translation v1.0,linhe0x0,2017-04-15T07:44:20Z,2017-04-15T13:32:32+00:00,1,5.8
64,zh-cn: Rename README-zh-Hant.md to README-zh-Hans.md,linhe0x0,2017-04-16T03:17:12Z,2017-04-16T21:49:16+00:00,1,18.53
69,Fix asynchronism link in mint README,larrylv,2017-04-22T00:06:53Z,2017-05-16T04:10:52+00:00,2,580.07
74,Fix lowercase typo in Layer 7 load balancing title,sergey-sw,2017-05-02T19:28:31Z,2017-05-16T04:17:24+00:00,1,320.81
75,Fix typo,CharlesSantiago,2017-05-09T13:31:23Z,2017-05-27T00:32:45+00:00,1,419.02
78,Add license disclaimer,coderall,2017-05-18T08:42:10Z,2017-05-27T00:34:53+00:00,1,207.88
81,Fix #79: Inaccuracy in Twitter timeline and search example,tangkangkai,2017-05-25T01:47:16Z,2017-05-27T00:31:32+00:00,1,46.74
83,Init spot_size member in parking lot exercise,ianpark,2017-05-29T16:47:48Z,2017-05-30T00:55:33+00:00,1,8.13
85,Fix reducer argument in pastebin exercise,Tarrasch,2017-06-06T15:19:52Z,2017-06-14T00:43:11+00:00,1,177.39
92,Add Grab Engineering Blog link,yangshun,2017-07-10T07:25:48Z,2017-07-18T02:13:02+00:00,1,186.79
93,Add automated testing,cclauss,2017-07-11T03:27:24Z,2018-10-28T21:25:17+00:00,2,11393.96
95,Fix typo in denormalization section,OlafvdSpek,2017-07-17T14:04:37Z,2017-07-18T02:08:37+00:00,1,12.07
98,Convert all .py files to be valid Python,cclauss,2017-08-15T07:19:19Z,2018-03-07T00:37:47+00:00,3,4889.31
108,Add API rate limiter design link,rishabh115,2017-09-29T06:10:36Z,2017-10-09T00:52:45+00:00,1,234.7
109,Fix typo: considering -> consider in scaling AWS solution,techgaun,2017-10-02T02:42:48Z,2017-10-07T16:06:38+00:00,1,133.4
113,Simplify logic for is_ace and is_face_card in deck of cards solution,bryanjenningz,2017-10-21T19:56:43Z,2017-10-25T01:06:00+00:00,1,77.15
114,Add Japanese Translation,tsukukobaan,2017-10-27T04:40:49Z,2017-12-02T01:15:57+00:00,6,860.59
116,Correct Redis list structure in Twitter solution,yaoxiaotong,2017-11-20T01:11:18Z,2017-11-30T01:12:16+00:00,1,240.02
119,ja: Fix typo ,koudaiii,2017-12-06T15:03:13Z,2017-12-08T01:18:26+00:00,1,34.25
121,add Netflix in Company Architecture,fluency03,2018-01-02T12:01:03Z,2018-01-21T16:51:13+00:00,1,460.84
122,Add Netflix in Company Architectures,fluency03,2018-01-06T12:59:55Z,2018-01-21T16:55:00+00:00,2,363.92
123,Add Scaling Uber in Company Architecture,fluency03,2018-01-06T13:04:37Z,2018-02-02T23:08:50+00:00,1,658.07
124,"Add article link: How Twitter Handles 3,000 Images/sec",fluency03,2018-01-06T13:07:40Z,2019-04-10T00:47:00+00:00,3,11003.66
125,Add Facebook Live Streams,fluency03,2018-01-06T13:10:29Z,2018-02-16T01:37:46+00:00,1,972.45
